,timeCreated,projectRegUID,mgl_project_name,agoraProjectRegUID,agora_project_name,farcasterUsername,farcasterID,is_citizen,is_top_delegate,governance_role,governance_membership,nps_score,pmf_score,valid_attestation,id,attester,recipient,contributionRegUID,metadataurl,metadata
528,2024-10-21 19:59:08,0x6ceb5c34712b46e7680bb49f1c55a5054b23bc146e944079585343bd619745ea,EthStaker,0x6ceb5c34712b46e7680bb49f1c55a5054b23bc146e944079585343bd619745ea,,jengajojo,19071,False,False,,,7.0,2.0,False,0x71ebe78e7562ee8fd95343ae621b10609b27acf59428971e851407aeb35afa85,0x7484aABFef9f39464F332e632047983b67571C0a,0xe18c444E82dDac4046a55355d97241eC59c7184C,0xd7ca34c2adcbad30140ae875be09dac2ebeb32715748f17f4ed37bccd213ac8e,https://gateway.pinata.cloud/ipfs/QmRWuvueeEa9MfRGAwJ167eSn5SpJiNo1YtPEqBP9HAweC,"{'id': 2019, 'project': {'name': 'EthStaker', 'description': 'EthStaker is a group of advocates representing all solo stakers to maximize the decentralization and resilience of Ethereum. EthStaker provides technical support to users and gives grants companies and individuals to better the health of Ethereum.', 'website': 'ethstaker.cc'}, 'reviewer': {'userFID': 19071, 'ethAddress': '0x0000000000000000000000000000000000000000'}, 'context': {'ecosystems': [{'name': 'Optimism', 'tags': [{'category': 'Governance', 'subcategory': 'Infra & Tooling', 'round': 'RF6'}]}], 'userInterface': 'Impact Garden'}, 'contributions': [{'name': 'EthStaker', 'description': 'EthStaker', 'website': 'ethstaker.cc'}], 'impactAttestations': [{'name': 'Likely to Recommend', 'type': 'numeric', 'value': 7}, {'name': 'Feeling if didnt exist', 'type': 'numeric', 'value': 2}, {'name': 'Governance Knowledge', 'type': 'numeric', 'value': ''}, {'name': 'Useful for Understanding', 'type': 'numeric', 'value': ''}, {'name': 'Effective for Improvements', 'type': 'numeric', 'value': ''}, {'name': 'Why Effective for Improvements', 'type': 'string', 'value': ''}, {'name': 'Text Review', 'type': 'string', 'value': ''}]}"
469,2024-10-21 19:58:56,0x5decc7c7bb5ac6448be3408fd18e5c75738725d739711985e2c55026d2fa1391,DeVouch powered by Giveth,0x5decc7c7bb5ac6448be3408fd18e5c75738725d739711985e2c55026d2fa1391,DeVouch powered by Giveth,jengajojo,19071,False,False,,,4.0,1.0,False,0x36243a1b6d8c54704d7a099d6d2e4b1446c6deee3ef4629159a64ca10c159ca0,0x7484aABFef9f39464F332e632047983b67571C0a,0x839395e20bbB182fa440d08F850E6c7A8f6F0780,0xfc9d9f7299072ce15b5d5cd11d16230a2383c0d5e7cd4d72f7cb135275579d8e,https://gateway.pinata.cloud/ipfs/Qmdz2gEQwP1f95EF5zYhzqZmgA5QXftchi4V4huhFCkNVw,"{'id': 1986, 'project': {'name': 'DeVouch powered by Giveth', 'description': 'Giveth is an open-source, radically transparent, user-friendly donation platform that supports verified public goods projects to raise crypto with zero added fees and no intermediaries. Today, Giveth supports donations on  Optimism, Ethereum Mainnet, Base, Celo, as well as 7 other chains, and several OP Governance projects, such as growthepie, DAOstar, Pairwise & EAS raise funds on our platform.\n\nRecently, in coordination with the Optimism Token House, we launched DeVouch, a system for members of reputable organizations in the Ethereum ecosystem to vouch for projects looking to raise funding. It was created with special attention to the Optimism Retro Funding mechanism.\n\nHow does it work?\n\nBy vouching for a project, the organization can lend its credibility to the project, building confidence for those looking to support it with funding.\n\nDeVouch collects projects from Gitcoin, Giveth, and Optimism Retro Funding rounds and showcases them in a single place, allowing all users to either vouch for or flag each project. Visitors to the website can see the vouches and flags received by each project, which were tracked by the ""Attester Group"" that the vouch or flag came from. \n\nAttester Groups are formed by looking at on-chain Attestation Data from EAS on Optimism to know who belongs to which organization or community sub-set by which Attestations have been issued to them and by whom. An example of Attester Groups are RetroFunding 5 voters or Gitcoin passport holders.\n\nThis allows members of these groups to lend their reputation to the project looking for funding. However, attesting with DeVouch is a double-edged sword, if a project seems suspicious or untrustworthy then they could also receive a flag, warning others to think twice before supporting this project.\n\nDeVouch is open-source and allows any platform or individual to query DeVouch data using our graphQL API as well as contribute by the issuance of attestations using the DeVouch schema. Anyone can also add their Attester Group to DeVouch by making a simple PR on the DeVouch Github Repository\n\nWho uses it?\n\nDeVouch was launched in early June 2024, and has been featured as additional tooling in Retro Funding 5. Giveth is also integrating it to provide Decentralized Verification of projects seeking funding on the platform.\n\nConsidering that we launched on June 12th of this year, the over 700 onchain attestations that’ve happened through DeVouch shows that there are good expectations, regarding the growth of users.\n\nAlso, to map potential, we look at the demand for such a service, and specifically with Optimism, we have over 591 projects (according to Alchemy) between dApps, dexes, etc., which are all looking to take fundraising opportunities and a piece of the $3.3B in Public Goods funding that was set aside by the Optimism Collective. \n\nA decentralized vouching system is essential to bringing more efficiency to allocating funds, as well as to map the reputation of each project by the entire Optimism Community. Is a project a scam? Flag it! Is a project legit? Vouch for it!\n', 'website': 'https://devouch.xyz/'}, 'reviewer': {'userFID': 19071, 'ethAddress': '0x0000000000000000000000000000000000000000'}, 'context': {'ecosystems': [{'name': 'Optimism', 'tags': [{'category': 'Governance', 'subcategory': 'Infra & Tooling', 'round': 'RF6'}]}], 'userInterface': 'Impact Garden'}, 'contributions': [{'name': 'DeVouch powered by Giveth', 'description': 'DeVouch powered by Giveth', 'website': 'https://devouch.xyz/'}], 'impactAttestations': [{'name': 'Likely to Recommend', 'type': 'numeric', 'value': 4}, {'name': 'Feeling if didnt exist', 'type': 'numeric', 'value': 1}, {'name': 'Governance Knowledge', 'type': 'numeric', 'value': ''}, {'name': 'Useful for Understanding', 'type': 'numeric', 'value': ''}, {'name': 'Effective for Improvements', 'type': 'numeric', 'value': ''}, {'name': 'Why Effective for Improvements', 'type': 'string', 'value': ''}, {'name': 'Text Review', 'type': 'string', 'value': ''}]}"
504,2024-10-21 19:58:40,0x8d1971ff2cf36055f986399fc91bff2d3bf815d2cff4f169f154fc70035fc193,ETH Daily,0x8d1971ff2cf36055f986399fc91bff2d3bf815d2cff4f169f154fc70035fc193,,jengajojo,19071,False,False,,,3.0,1.0,False,0x5e4b86b37e1ace8b9c9e6a8c0fe3801577c638979cfdd59aefb62e28463cbbff,0x7484aABFef9f39464F332e632047983b67571C0a,0xEB40A065854bd90126A4E697aeA0976BA51b2eE7,0xcce5500b020a4efe92eed7cec0e465f75a651f8fd6098b5adf5d0a01204f01c9,https://gateway.pinata.cloud/ipfs/QmZnEyEBuSv1Qfqn3FuHCKEroo7LyV5qVLew7ncj3JntBL,"{'id': 2126, 'project': {'name': 'ETH Daily', 'description': 'ETH Daily is an Ethereum news aggregator. It covers the latest on Ethereum and the Layer 2 rollup ecosystem, like the Superchain. ETH Daily has delivered over 500 news briefings in audio and text form, now available onchain with Pods on Base.', 'website': 'https://pods.media/ethdaily'}, 'reviewer': {'userFID': 19071, 'ethAddress': '0x0000000000000000000000000000000000000000'}, 'context': {'ecosystems': [{'name': 'Optimism', 'tags': [{'category': 'Governance', 'subcategory': 'Infra & Tooling', 'round': 'RF6'}]}], 'userInterface': 'Impact Garden'}, 'contributions': [{'name': 'ETH Daily', 'description': 'ETH Daily', 'website': 'https://pods.media/ethdaily'}], 'impactAttestations': [{'name': 'Likely to Recommend', 'type': 'numeric', 'value': 3}, {'name': 'Feeling if didnt exist', 'type': 'numeric', 'value': 1}, {'name': 'Governance Knowledge', 'type': 'numeric', 'value': ''}, {'name': 'Useful for Understanding', 'type': 'numeric', 'value': ''}, {'name': 'Effective for Improvements', 'type': 'numeric', 'value': ''}, {'name': 'Why Effective for Improvements', 'type': 'string', 'value': ''}, {'name': 'Text Review', 'type': 'string', 'value': ''}]}"
648,2024-10-21 19:58:24,0xe2247097961708233325f253d676ba2f9d8011147e1bb08e0e50d55894138dc7,CharmVerse Grants,0xe2247097961708233325f253d676ba2f9d8011147e1bb08e0e50d55894138dc7,CharmVerse Grants,jengajojo,19071,False,False,,,7.0,2.0,False,0xf588b81cd35d581495d104a3e538d8c18bcc67d30402cabddd2837c063c0f6f2,0x7484aABFef9f39464F332e632047983b67571C0a,0x9934465Ee73BeAF148b1b3Ff232C8cD86c4c2c63,0x6d669359f5630dcb34f6e76a08620b9c1ed003e6af7f197c8f60c195df339611,https://gateway.pinata.cloud/ipfs/Qmf6feB81fEfj8uX3N4YpjakYkqAFTDxYGwRgb2QLSLH7K,"{'id': 1829, 'project': {'name': 'CharmVerse Grants', 'description': 'Network for onchain builders. Manage grants. Connect with builders. Discover talents.', 'website': 'https://www.charmverse.io/'}, 'reviewer': {'userFID': 19071, 'ethAddress': '0x0000000000000000000000000000000000000000'}, 'context': {'ecosystems': [{'name': 'Optimism', 'tags': [{'category': 'Governance', 'subcategory': 'Infra & Tooling', 'round': 'RF6'}]}], 'userInterface': 'Impact Garden'}, 'contributions': [{'name': 'CharmVerse Grants', 'description': 'CharmVerse Grants', 'website': 'https://www.charmverse.io/'}], 'impactAttestations': [{'name': 'Likely to Recommend', 'type': 'numeric', 'value': 7}, {'name': 'Feeling if didnt exist', 'type': 'numeric', 'value': 2}, {'name': 'Governance Knowledge', 'type': 'numeric', 'value': ''}, {'name': 'Useful for Understanding', 'type': 'numeric', 'value': ''}, {'name': 'Effective for Improvements', 'type': 'numeric', 'value': ''}, {'name': 'Why Effective for Improvements', 'type': 'string', 'value': ''}, {'name': 'Text Review', 'type': 'string', 'value': ''}]}"
651,2024-10-21 19:58:12,0xd4d64a473140c3ce516878d6c5e6883a077c5598220383ce6294c9ee0b855133,Cantina.xyz - Security Audit for OP Cycle 19,0xd4d64a473140c3ce516878d6c5e6883a077c5598220383ce6294c9ee0b855133,Cantina.xyz - Security Audit for OP Cycle 19,jengajojo,19071,False,False,,,4.0,2.0,False,0xf70b8b5464f97adc69479853082daf049dc5b594052907632f5fe4f263d32e17,0x7484aABFef9f39464F332e632047983b67571C0a,0x841C11b14c428dd591093348B8Afa2652C863988,0x0f3235094b4c68b8fa71e1f63d4bd8260d5ecda0d4db9361e5593b45685c35e9,https://gateway.pinata.cloud/ipfs/QmdTRAoPfaZdHNhTfxMRCecUzqFLi6kjMzmg6ZEWhSF9ED,"{'id': 2213, 'project': {'name': 'Cantina.xyz - Security Audit for OP Cycle 19', 'description': 'Cantina.xyz is a marketplace incubated by Spearbit Labs, uniting over 100 seasoned security professionals and teams. We offer comprehensive code review and audit services to web3 clients to strengthen the blockchain ecosystem. We focus on delivering high-quality security audits, continuous monitoring, advisory services, and incident response, ensuring that smart contracts and systems are fully secured before deployment.\n\nWe have a proven track record in Optimism, having successfully performed multiple audits, including those for Optimism Cycle 19. Our services align with Optimism’s objectives by providing critical, top-tier security audits and incident response solutions.\n\nA full list of our audits and engagements can be found on our GitHub (https://github.com/spearbit/portfolio) and our website (https://cantina.xyz/welcome), including the Optimism Cycle 19 audit.', 'website': 'https://cantina.xyz/'}, 'reviewer': {'userFID': 19071, 'ethAddress': '0x0000000000000000000000000000000000000000'}, 'context': {'ecosystems': [{'name': 'Optimism', 'tags': [{'category': 'Governance', 'subcategory': 'Infra & Tooling', 'round': 'RF6'}]}], 'userInterface': 'Impact Garden'}, 'contributions': [{'name': 'Cantina.xyz - Security Audit for OP Cycle 19', 'description': 'Cantina.xyz - Security Audit for OP Cycle 19', 'website': 'https://cantina.xyz/'}], 'impactAttestations': [{'name': 'Likely to Recommend', 'type': 'numeric', 'value': 4}, {'name': 'Feeling if didnt exist', 'type': 'numeric', 'value': 2}, {'name': 'Governance Knowledge', 'type': 'numeric', 'value': ''}, {'name': 'Useful for Understanding', 'type': 'numeric', 'value': ''}, {'name': 'Effective for Improvements', 'type': 'numeric', 'value': ''}, {'name': 'Why Effective for Improvements', 'type': 'string', 'value': ''}, {'name': 'Text Review', 'type': 'string', 'value': ''}]}"
549,2024-10-21 19:57:56,0xb9d78191b74ed2c934424b7ba8d7fd8505bb5d1b0f989353edab2130bcf19bbc,Builder Ideas,0xb9d78191b74ed2c934424b7ba8d7fd8505bb5d1b0f989353edab2130bcf19bbc,,jengajojo,19071,False,False,,,4.0,1.0,False,0x7f6a2f6f2a3ee97988e17bdd913b3c59ecbbcd8efd37141a8d10da385c355077,0x7484aABFef9f39464F332e632047983b67571C0a,0x0000000000000000000000000000000000000000,0xcdd4b6445288c5bebd951191d673a7aecefbbf6be1cacf4f2a96bcba9c356c33,https://gateway.pinata.cloud/ipfs/Qmd6xnsXmYYYibv8R7FUxabyo1J47k7dYu8EEX6cqpBjL7,"{'id': 2015, 'project': {'name': 'Builder Ideas', 'description': 'Builder Ideas enhances the ecosystem contribution repository by providing a curated list of ideas for getting started with contributions to the Optimism Collective. This platform offers simple, accessible ways for builders, developers, and others to take their first steps toward making impactful ecosystem contributions.', 'website': 'https://contribute.optimism.io'}, 'reviewer': {'userFID': 19071, 'ethAddress': '0x0000000000000000000000000000000000000000'}, 'context': {'ecosystems': [{'name': 'Optimism', 'tags': [{'category': 'Governance', 'subcategory': 'Infra & Tooling', 'round': 'RF6'}]}], 'userInterface': 'Impact Garden'}, 'contributions': [{'name': 'Builder Ideas', 'description': 'Builder Ideas', 'website': 'https://contribute.optimism.io'}], 'impactAttestations': [{'name': 'Likely to Recommend', 'type': 'numeric', 'value': 4}, {'name': 'Feeling if didnt exist', 'type': 'numeric', 'value': 1}, {'name': 'Governance Knowledge', 'type': 'numeric', 'value': ''}, {'name': 'Useful for Understanding', 'type': 'numeric', 'value': ''}, {'name': 'Effective for Improvements', 'type': 'numeric', 'value': ''}, {'name': 'Why Effective for Improvements', 'type': 'string', 'value': ''}, {'name': 'Text Review', 'type': 'string', 'value': ''}]}"
486,2024-10-21 19:57:44,0xfef900e2868ed11874274bea2c344eaccf6b2d2509b655d1c9ee16cd08804d73,Blockscout,0xfef900e2868ed11874274bea2c344eaccf6b2d2509b655d1c9ee16cd08804d73,,jengajojo,19071,False,False,,,9.0,3.0,False,0x4abbfe8e8955a92fb083d091135c26ca4ea9a20d972e88f82cdb6536dcba78ed,0x7484aABFef9f39464F332e632047983b67571C0a,0x813399e5b08Bb50b038AA7dF6347b6AF2D161828,0x8fb492940c154b7ff33262e84e34d7954b1c9d478159aa58f9c2308e7d6eb9ab,https://gateway.pinata.cloud/ipfs/QmNPfyUGS8mYgGc4quPgxPxRx7MBdqopkfv2ZB6UWJsurv,"{'id': 2151, 'project': {'name': 'Blockscout', 'description': 'Blockscout is the most widely used full-featured open-source block explorer', 'website': 'https://blockscout.com/'}, 'reviewer': {'userFID': 19071, 'ethAddress': '0x0000000000000000000000000000000000000000'}, 'context': {'ecosystems': [{'name': 'Optimism', 'tags': [{'category': 'Governance', 'subcategory': 'Infra & Tooling', 'round': 'RF6'}]}], 'userInterface': 'Impact Garden'}, 'contributions': [{'name': 'Blockscout', 'description': 'Blockscout explorer', 'website': 'https://blockscout.com/'}], 'impactAttestations': [{'name': 'Likely to Recommend', 'type': 'numeric', 'value': 9}, {'name': 'Feeling if didnt exist', 'type': 'numeric', 'value': 3}, {'name': 'Governance Knowledge', 'type': 'numeric', 'value': ''}, {'name': 'Useful for Understanding', 'type': 'numeric', 'value': ''}, {'name': 'Effective for Improvements', 'type': 'numeric', 'value': ''}, {'name': 'Why Effective for Improvements', 'type': 'string', 'value': ''}, {'name': 'Text Review', 'type': 'string', 'value': ''}]}"
652,2024-10-21 19:57:12,0x432e5f61903ae611d2643ca56fe4e50c573a57bd566161bb323a2ea23072f5f7,ber4mins,0x432e5f61903ae611d2643ca56fe4e50c573a57bd566161bb323a2ea23072f5f7,,jengajojo,19071,False,False,,,2.0,1.0,False,0xf8c9868936cfd71dfa9d2efc4188c324bb126943905c1225390d91419b607579,0x7484aABFef9f39464F332e632047983b67571C0a,0x6F97b3AF5c652c53EDEF4b0b34e5f3d5a38a0606,0xc1ec6c3f1ba7316d4f7788ca6f54fad2054712daec57f9e77b84f4113be71cd0,https://gateway.pinata.cloud/ipfs/QmethBZPynxgC8Ua1psaakzf4ktm8QyThPqowWfR1c6EuA,"{'id': 2231, 'project': {'name': 'ber4mins', 'description': 'hew', 'website': 'https://t.me/airdropdaydua'}, 'reviewer': {'userFID': 19071, 'ethAddress': '0x0000000000000000000000000000000000000000'}, 'context': {'ecosystems': [{'name': 'Optimism', 'tags': [{'category': 'Governance', 'subcategory': 'Infra & Tooling', 'round': 'RF6'}]}], 'userInterface': 'Impact Garden'}, 'contributions': [{'name': 'ber4mins', 'description': 'ber4mins', 'website': 'https://t.me/airdropdaydua'}], 'impactAttestations': [{'name': 'Likely to Recommend', 'type': 'numeric', 'value': 2}, {'name': 'Feeling if didnt exist', 'type': 'numeric', 'value': 1}, {'name': 'Governance Knowledge', 'type': 'numeric', 'value': ''}, {'name': 'Useful for Understanding', 'type': 'numeric', 'value': ''}, {'name': 'Effective for Improvements', 'type': 'numeric', 'value': ''}, {'name': 'Why Effective for Improvements', 'type': 'string', 'value': ''}, {'name': 'Text Review', 'type': 'string', 'value': ''}]}"
468,2024-10-21 19:53:04,0x75d2e148d485f9d4b6c09410290d095c4d611419a92a4949f123d7524929ba97,Optimism Grants Changelog,0x75d2e148d485f9d4b6c09410290d095c4d611419a92a4949f123d7524929ba97,Optimism Grants Changelog,jengajojo,19071,False,False,,,3.0,1.0,False,0x35fc628a41af2575695eb59899409270522de6e29e6fd02441e40488714d73ea,0x7484aABFef9f39464F332e632047983b67571C0a,0x9D7894Ed2ddB65E0CA36fE872cBB57B8E9AaddaC,0x9956299dd587d6b16af54fba8a7fc1df643cd6a5f834236f070fff218cd79480,https://gateway.pinata.cloud/ipfs/QmSGqkyt9GK6EcFkyoVLYDk3zFCnzToW5wCiZ3NZBBipdG,"{'id': 2156, 'project': {'name': 'Optimism Grants Changelog', 'description': 'A changelog and status page for the grant programs of the Optimism Collective.', 'website': 'https://optimismgrants.io'}, 'reviewer': {'userFID': 19071, 'ethAddress': '0x0000000000000000000000000000000000000000'}, 'context': {'ecosystems': [{'name': 'Optimism', 'tags': [{'category': 'Governance', 'subcategory': 'Infra & Tooling', 'round': 'RF6'}]}], 'userInterface': 'Impact Garden'}, 'contributions': [{'name': 'Optimism Grants Changelog', 'description': 'Optimism Grants Changelog', 'website': 'https://optimismgrants.io'}], 'impactAttestations': [{'name': 'Likely to Recommend', 'type': 'numeric', 'value': 3}, {'name': 'Feeling if didnt exist', 'type': 'numeric', 'value': 1}, {'name': 'Governance Knowledge', 'type': 'numeric', 'value': ''}, {'name': 'Useful for Understanding', 'type': 'numeric', 'value': ''}, {'name': 'Effective for Improvements', 'type': 'numeric', 'value': ''}, {'name': 'Why Effective for Improvements', 'type': 'string', 'value': ''}, {'name': 'Text Review', 'type': 'string', 'value': ''}]}"
449,2024-10-21 19:52:48,0xf358fd1a0dabf82630a1e3acd512626a6e4677b4e658afd85436278545b860b6,Web3 Citizen,0xf358fd1a0dabf82630a1e3acd512626a6e4677b4e658afd85436278545b860b6,,jengajojo,19071,False,False,,,4.0,1.0,False,0x1a92437c1ac8474abb2f648fe3a5f679d91af380606f5fb68f6880286b15a739,0x7484aABFef9f39464F332e632047983b67571C0a,0x0000000000000000000000000000000000000000,0x55ec48a4b33a91b7bf87bed97ef40d340de9c0dad3e48728903cb396fc5f236e,https://gateway.pinata.cloud/ipfs/QmUepsR2rZcyr4vd3NyTNPmGZHokvmR5tgphcJxGe335tw,"{'id': 1778, 'project': {'name': 'Web3 Citizen', 'description': 'Our mission is to empower our community by making complex concepts accessible, through our research, newsletters, and aggregated resources.', 'website': 'https://www.web3citizen.xyz/'}, 'reviewer': {'userFID': 19071, 'ethAddress': '0x0000000000000000000000000000000000000000'}, 'context': {'ecosystems': [{'name': 'Optimism', 'tags': [{'category': 'Governance', 'subcategory': 'Infra & Tooling', 'round': 'RF6'}]}], 'userInterface': 'Impact Garden'}, 'contributions': [{'name': 'Web3 Citizen', 'description': 'OP Bulletin', 'website': 'https://www.web3citizen.xyz/'}], 'impactAttestations': [{'name': 'Likely to Recommend', 'type': 'numeric', 'value': 4}, {'name': 'Feeling if didnt exist', 'type': 'numeric', 'value': 1}, {'name': 'Governance Knowledge', 'type': 'numeric', 'value': ''}, {'name': 'Useful for Understanding', 'type': 'numeric', 'value': ''}, {'name': 'Effective for Improvements', 'type': 'numeric', 'value': ''}, {'name': 'Why Effective for Improvements', 'type': 'string', 'value': ''}, {'name': 'Text Review', 'type': 'string', 'value': ''}]}"
611,2024-10-21 19:52:32,0xb6ec40384dd32ac1b251c84c572afc016d1eec222e6c5a4070f75a29965558bc,Lighthouse | Native Governance,0xb6ec40384dd32ac1b251c84c572afc016d1eec222e6c5a4070f75a29965558bc,Lighthouse | Native Governance,jengajojo,19071,False,False,,,8.0,2.0,False,0xcced55976fff4dfe67cf856ed540f0526e31baed1cbffd9efc7344224a0a5243,0x7484aABFef9f39464F332e632047983b67571C0a,0x7c80435964Bde8071e1D3Df76Da870C2F03b44F2,0x243ebd69b4b92360b4c338bc80c5087a755989b0a7ad271607211990e9f974d4,https://gateway.pinata.cloud/ipfs/QmNrJ23JCgNDu5NTfyNqGg4wA7fDtcauKuWEPFZUmthgqL,"{'id': 1819, 'project': {'name': 'Lighthouse | Native Governance', 'description': 'We are governance nerds who are building a suite of mobile native governance tools to help realise the full power of decentralised organisations.\n\n', 'website': 'https://lighthouse.cx/'}, 'reviewer': {'userFID': 19071, 'ethAddress': '0x0000000000000000000000000000000000000000'}, 'context': {'ecosystems': [{'name': 'Optimism', 'tags': [{'category': 'Governance', 'subcategory': 'Infra & Tooling', 'round': 'RF6'}]}], 'userInterface': 'Impact Garden'}, 'contributions': [{'name': 'Lighthouse | Native Governance', 'description': 'Lighthouse | Native Governance', 'website': 'https://lighthouse.cx/'}], 'impactAttestations': [{'name': 'Likely to Recommend', 'type': 'numeric', 'value': 8}, {'name': 'Feeling if didnt exist', 'type': 'numeric', 'value': 2}, {'name': 'Governance Knowledge', 'type': 'numeric', 'value': ''}, {'name': 'Useful for Understanding', 'type': 'numeric', 'value': ''}, {'name': 'Effective for Improvements', 'type': 'numeric', 'value': ''}, {'name': 'Why Effective for Improvements', 'type': 'string', 'value': ''}, {'name': 'Text Review', 'type': 'string', 'value': ''}]}"
522,2024-10-21 19:52:16,0x7fe47a283e3af8e94764ce6ce7f861cf0706572978997fbdfdfe7c2072d541d9,Impact Calculator Experiment,0x7fe47a283e3af8e94764ce6ce7f861cf0706572978997fbdfdfe7c2072d541d9,Impact Calculator Experiment,jengajojo,19071,False,False,,,8.0,3.0,False,0x6e9ba4a5ffa620e3f3b20a048878649b5407695aa54028d34a2ca2f95f2f5852,0x7484aABFef9f39464F332e632047983b67571C0a,0x0000000000000000000000000000000000000000,0x2d19c8c56a93527fdcdc23b94931d8691008e0b02910e97b028f95c5ae7962db,https://gateway.pinata.cloud/ipfs/QmS5ZJqYdHahV9cRi3jHqCPoAQxJUMtLDHyc52gwdidpqs,"{'id': 2018, 'project': {'name': 'Impact Calculator Experiment', 'description': ""The Impact Calculator experiments with converting quantitative insights into numeric impact evaluations for Retro Funding 4 and beyond. Traditionally, voting in Retro Funding involved manually reviewing and comparing individual applications to allocate tokens, relying heavily on the experience of citizens.\n\nWe collaborated with OpenSource Observer and Jonas from Optimism Foundation to design a new method that uses quantitative data to evaluate projects, allowing voters to focus on what matters to them.\n\nOur prototype, along with BuidlGuidl's, found practical ways to implement a voting UI and accelerate the development of a metric-based voting system for Retro Funding 4."", 'website': 'https://impact-calculator-experiment.vercel.app/'}, 'reviewer': {'userFID': 19071, 'ethAddress': '0x0000000000000000000000000000000000000000'}, 'context': {'ecosystems': [{'name': 'Optimism', 'tags': [{'category': 'Governance', 'subcategory': 'Infra & Tooling', 'round': 'RF6'}]}], 'userInterface': 'Impact Garden'}, 'contributions': [{'name': 'Impact Calculator Experiment', 'description': 'Impact Calculator Experiment', 'website': 'https://impact-calculator-experiment.vercel.app/'}], 'impactAttestations': [{'name': 'Likely to Recommend', 'type': 'numeric', 'value': 8}, {'name': 'Feeling if didnt exist', 'type': 'numeric', 'value': 3}, {'name': 'Governance Knowledge', 'type': 'numeric', 'value': ''}, {'name': 'Useful for Understanding', 'type': 'numeric', 'value': ''}, {'name': 'Effective for Improvements', 'type': 'numeric', 'value': ''}, {'name': 'Why Effective for Improvements', 'type': 'string', 'value': ''}, {'name': 'Text Review', 'type': 'string', 'value': ''}]}"
509,2024-10-21 19:51:52,0xdabe2dc1924e4422a8c9bc6ca7192666809579eb00c10e09360d5c4faa298001,Delegate Match,0x2aed462c71fc322e9b783e4b4454cdd01eb1909cdaf85f32ce70e9e5f3dc0f33,Delegate Match,jengajojo,19071,False,False,,,5.0,1.0,False,0x63aa4a35d7161dac1b700da975eadd87740062abad3e452dba0df2746e5952c2,0x7484aABFef9f39464F332e632047983b67571C0a,0xE40714459D9493994BE025F04afc38D2BCF42f8E,0x916f6255ae44902f7686cc2fa6f762e22a1d69b815f00769201becfa6b8764ae,https://gateway.pinata.cloud/ipfs/QmPZ8mzpVsMYvVrEHoDUgk2EEYgxXjLtsf1ZfRSZNLKMCm,"{'id': 2116, 'project': {'name': 'Delegate Match', 'description': 'Our mission is to empower token holders by providing a transparent, values-driven platform that connects them with delegates who share their governance philosophy, fostering informed decision-making and deeper community engagement within the Optimism ecosystem.', 'website': 'https://delegatematch.xyz/'}, 'reviewer': {'userFID': 19071, 'ethAddress': '0x0000000000000000000000000000000000000000'}, 'context': {'ecosystems': [{'name': 'Optimism', 'tags': [{'category': 'Governance', 'subcategory': 'Infra & Tooling', 'round': 'RF6'}]}], 'userInterface': 'Impact Garden'}, 'contributions': [{'name': 'Delegate Match', 'description': 'Delegate Match', 'website': 'https://delegatematch.xyz/'}], 'impactAttestations': [{'name': 'Likely to Recommend', 'type': 'numeric', 'value': 5}, {'name': 'Feeling if didnt exist', 'type': 'numeric', 'value': 1}, {'name': 'Governance Knowledge', 'type': 'numeric', 'value': ''}, {'name': 'Useful for Understanding', 'type': 'numeric', 'value': ''}, {'name': 'Effective for Improvements', 'type': 'numeric', 'value': ''}, {'name': 'Why Effective for Improvements', 'type': 'string', 'value': ''}, {'name': 'Text Review', 'type': 'string', 'value': ''}]}"
