name,id,bio,contribution,impact,category,github_links_app,github_repos_oso,github_repos_count,fork_count,star_count,first_commit,last_commit,amount
Public Good Crypto (was CryptoNet),0xbfbd7090e9ef6e6cc74c75c1c92fde331899f1d8ec2015285e878e14d40db941,"Public Good Crypto supports, promotes, educates and funds research on cryptographic public goods which secure the internet and push forward digital human rights.
","Executive summary:
* Cryptonet has been a very prolific research and protocol design team in the Filecoin ecosystem - its ideas led to several impactful protocol upgrades (SnarkPack, Snapdeal, NI-PoRep, etc)
* This team plans to continue building a large community of researchers and do great research for the success of the Filecoin network (previously worked on SnarkPack, Testudo, Vector Commitments, Proof of Replication, etc)

The protocol part of CryptoNet is going to FilOz, the research part is turning int Public Good Crypto which runs research initiatives and distributes funding.

----
There are two main types of impact for Public Good Crypto

**Solving hard problems**
A research entity can solve problems that can’t be solved by simply by more engineering.

We have seen this several time in Filecoin, to name a few: the design of the first practical PoRep came from a research grant to Ben Fisch (this led to making Filecoin practical), the design of SnarkPack came from Anca (this allowed for exabyte scaling network), the security analysis of PoRep which led to tighter bounds came from Leo (this increased our confidence in the lifetime of our sectors to several more years). This can be done both via grants and by hiring some of the best researchers full time.

**Aligning researchers**
The best way to scale a research team is to align the research community on our problems.

It can be hard for researchers to understand how a generic solution can have an impact on a specific problem in Filecoin; translating Filecoin specific needs in problem definitions that can be attractive to the research community can help us engage with a larger audience.

We have seen this several times in Filecoin: the need for faster SNARKs and our original RFC led to the design of Plonk (one of the most used SNARK alongside Groth16, STARKs and Halo), several teams writing improvements on PoRep (Leo’s latest paper, Ari Juel’s proof of incompressable proof) and our vector commitments are leading to major improvements in SNARKs (Lasso, CQ).

More importantly, we have seen that funding focused research teams (even with small grants) has led to very meaningful collaborations (e.g. work on tighter bounds of the existing PoRep).","* CryptoNet team has published several academic papers (Plonk, Testudo, Snarkpack, Caulk) that are widely used or have inspired new development in SNARK research
* CryptoNet team has solved important protocol research open questions and run theory audits for most protocols
* CryptoNet keeps active a community of over 50 researchers (https://cryptonet.org/about)
",['RESEARCH_AND_DEVELOPMENT'],[],[],0,0,0,,,"[2, 1, 10, 0, 3, 1, 2]"
quic-go and webtransport-go,0x1a159dbe4eab156395dff7c1f71796a84436219374f7245205ea86714405b59c,"quic-go is a full-featured and optimized implementation of the QUIC protocol in Go, used by Lotus.

QUIC offers:
* fast connection establishment (libp2p handshake completes in 2 RTTs instead of 4-5 RTTs when using TCP)
* enhanced congestion control and loss recovery -> faster transfer speeds on lossy connections
* another connection option -> better chances of censorship circumvention

webtransport-go is an implementation of WebTransport over HTTP/3, used by Lotus:
* allows browser nodes to directly connect to Lotus nodes (no CA-signed certificate required!)","On QUIC-enabled Lotus nodes, a significant number of connections are handled on QUIC. See Grafana screenshot below.
","On QUIC-enabled Lotus nodes, a significant number of connections are handled on QUIC, leading to faster connection establishment and file transfers.

In addition to the performance benefits, using a transport other than TCP increases the resilience of the network, as a network administrator now needs to (reliably!) block both TCP and QUIC (running on top of UDP) to prevent a node from connecting to the Filecoin network. ",['INFRASTRUCTURE'],"['quic-go/quic-go', 'quic-go/webtransport-go']","['quic-go/quic-go', 'quic-go/webtransport-go']",2,1319,9894,2016-04-06 21:11:00.000000 UTC,2024-05-19 02:15:35.000000 UTC,"[3, 5, 2, 2, 0, 6, 5, 0]"
RIBS,0x13c7c5908bfe2eff8601665febcf48d41f3d471a1caa2ca2dd78e5a1083ae0ba,"RIBS is a Filecoin-native IPFS/IPLD blockstore designed for seamless integration with Filecoin storage. It provides users with a scalable blockstore capable of handling almost arbitrary amounts of data. RIBS is an dagstore-like blockstore with fully automated Filecoin data offload support.

MVP Comes with a special version of Kubo with native support for RIBS storage, and a webdav endpoint which makes it very simple to mount and interact with Filecoin storage with tools like RClone.","* New ways to onboard data to the network
* Researching new Filecoin-native storage architecture
* Making IPFS/Filecoin backed app development much easier","So far the project is in MVP with no serious users. The test instances have made over 1PiB of deals on mainnet, with just testing datasets. Having PGF funding would allow the project to continue gaining momentum, which in the long term should result in a new large source of demand for data storage.",['TOOLING'],['filcat/ribs'],['filcat/ribs'],1,0,25,2023-02-06 19:07:22.000000 UTC,2024-04-14 18:11:36.000000 UTC,"[1, 2, 5, 2, 1, 1, 0, 8, 2, 1, 6, 6, 4, 1, 1]"
Seal Storage Technology - Community Advocacy,0xd10c17c04538f9b76e68939a8159f13219a1787f929b628b2abea0f564373487,"On behalf of the Filecoin storage community at large, Seal Storage has been actively involved in the education and promotion of the benefits of blockchain-based data storage. Efforts aimed at positioning Filecoin as a “Data Integrity Technology” have been undertaken with several key organizations advocating for high profile public-good initiatives.","National Data Science Fabric - The NSDF vision is to establish a globally connected infrastructure in which scientific investigation is unhindered by the limitations of extreme data. Research and Academia organizations see decentralized storage as technology that directly resolves the democratization of data problem faced by the global research community.

Content Authority Initiative - The CAI is a community of media and tech companies, NGOs, and academics working to promote adoption of an open industry standard for content authenticity and provenance.

Partnerships on AI - The PAI’s mission is to bring diverse voices together across global sectors, disciplines, and demographics so developments in AI advance positive outcomes for people and society.

Project Liberty - The mission of Project Liberty is to advance responsible development of the internet, designed and governed for the common good

World Economic Forum - The mission of the WEF is fundamentally to improve the state of the world by engaging leaders of society to shape global, regional and industry agendas.","The Filecoin decentralized storage solution was demonstrated and showcased at the Fourth National Science Data Fabric (NSDF) meeting held in San Diego in February. At this event Seal presented the work we are doing with other research organizations such as the CERN Atlas project where we have already uploaded multi petabyte research datasets.

Seal was invited to attend the World Economic Summit in San Francisco and meet with numerous industry leaders working to address issues related to the responsible use of artificial intelligence and represented the case for the use of blockchain based storage to promote accountability.

Seal is in active discussions with PAI, Project Liberty, and the Content Authority Initiative to publish broad-distribution content related to shared objectives for policy and responsible internet development.",['COMMUNITY_EDUCATION'],[],[],0,0,0,,,"[0, 5, 1, 0, 4, 2, 10, 1, 3]"
sectors_penalty tool,0xd6482a64a35ef956648af99b56e9f9c208e943135ec88faf5c2fa6f3a4fc753c,"This tool provides the following functions to help SPs make the right decisions

Get the node sector expiration time, the number of expired sectors, the release of pledged coins upon expiration, and the penalty for termination at this time (the sector is terminated when requesting data, and the penalty fee is charged)
Get the lock release details of the node","This tool provides the following functions to help SPs make the right decisions

Get the node sector expiration time, the number of expired sectors, the release of pledged coins upon expiration, and the penalty for termination at this time (the sector is terminated when requesting data, and the penalty fee is charged)
Get the lock release details of the node",help SPs make the right decisions,['INFRASTRUCTURE'],['beck-8'],['beck-8/sectors_penalty'],1,5,7,2023-07-20 16:35:38.000000 UTC,2024-04-19 07:37:05.000000 UTC,"[0, 0, 1, 0, 8, 2, 8, 0, 5, 1]"
Sophon,0xb5692a80728436bdc0db26d2de1c74db6a125566b1755c830b3ef20ae996b0f8,"Sophon is the Node as a Service solution for Filecoin network.

- Stability and Security: Being continuously operational on Filecoin mainnet since Jan 30th, 2021, Sophon has gone through many iterations and upgrades to offer stable and secure node services to different user bases
- High Availability: Sophon comes with high availability option that takes one step further to safeguard the continued node service without hiccups
- Node Service for All: As Sophon is designed to serve all Filecoin ecosystem participant, node serivice consumers like SPs, SCs and Dapps can all be managed easily through Sophon's account management interface","- Sophon is a series of compartmentalized & elastic modules that enables Filecoin's first Node as a Service (NaaS) solution, which allows node operators to share node services with different consumers like storage providers, Dapps, storage client and etc.
- Sophon modules includes sophon-auth, sophon-miner, sophon-messager, sophon-gateway and sophon-co, which collectively offers user a NaaS experience that can be easily administered, wraps node services with a high availability layer, provides secure connection with its consumers through public internet, and much more.
- With performance enhancements and bug fixes over the past 6 months, Node as a Service (NaaS), backed by Sophon, not only helped SPs to vastly decrease their OPex but also had been deployed to serve as the backbones of many critical Filecoin infrastructures.","Sophon, not only helped SPs to vastly decrease their OPex but also had been deployed to serve as the backbones of many critical Filecoin infrastructures.",['INFRASTRUCTURE'],"['ipfs-force-community/sophon-co', 'ipfs-force-community/sophon-auth', 'ipfs-force-community/sophon-messager', 'ipfs-force-community/sophon-miner', 'ipfs-force-community/sophon-gateway']","['ipfs-force-community/sophon-messager', 'ipfs-force-community/sophon-miner']",2,34,34,2021-02-07 02:16:02.000000 UTC,2024-04-02 06:29:49.000000 UTC,"[1, 10, 2, 1, 1, 4, 0, 0, 6, 5, 1, 3]"
Spacescope,0x96bc8ee8b55e88b70a78a97ffbb2980fc63e9f0880ed5042ea10af5350263118,"The Filecoin protocol is decentralised, community-driven and multi-stakeholder in nature. A particular challenge in the Filecoin ecosystem is the sheer volume of information to make sense of: apart from blockchain level data, Filecoin also generates information at token, application and service levels. This information is needed by a wide variety of stakeholders, including storage providers, data clients, as well as developers at Protocol Labs and the Filecoin foundation. Since Filecoin is decentralised and collectively governed, a rigorous and holistic grasp of network health and dynamics is urgently required. 

The Filecoin protocol is decentralised, community-driven and multi-stakeholder in nature. A particular challenge in the Filecoin ecosystem is the sheer volume of information to make sense of: apart from blockchain level data, Filecoin also generates information at token, application and service levels. This information is needed by a wide variety of stakeholders, including storage providers, product/business development teams at Protocol Labs and the Filecoin foundation, and tooling developers in the ecosystem. For maximal impact, our stakeholders often require this information provisioned on demand, for regular monitoring purposes or as part of more complex Web3 applications. 

Spacescope is Starboard’s API service, bringing composable analytics to the Filecoin ecosystem. Spacescope provides the same rigorous analytics and authoritative data that the community has come to expect from Starboard’s Network Health Dashboard. The provisioned data covers all aspects of the Filecoin ecosystem, from storage providers, to deal making and token circulation. 
","Storage providers need to rigorously calculate initial and ongoing costs and/or ROI of onboarding storage on the network. Blockchain analytics and teams such as the Filecoin TLDR team would like to disseminate digestible and yet accurate metrics to the general public. Product and business development teams in Protocol Labs or Filecoin Foundation have an urgent need to monitor uptake of new network initiatives (e.g. FVM), consequences of network upgrades, etc. Finally, multiple stakeholders involved in the collective governance of Filecoin need access to rigorous information about the network’s trajectory over time in order to make informed decisions about the future directions of the protocol.

Tooling developers such as Web3 application developers require up-to-date information about the Filecoin network to inform execution or logic of Web3 applications. Storage providers or individual contributors would like to obtain information about the Filecoin network for their own internal monitoring or internal dashboards. In these contexts, a common pain point is a need to obtain vital information with low latency and with minimal overhead. 
","Tooling developers and Web3 application developers rely on Spacescope to provide accurate current information about the Filecoin network as part of their apps’ operation logic e.g. to trigger specific logic or to optimize cost.

Research projects such as CryptoEconLab’s MechaFIL project use Spacescope as the underlying data source for sophisticated forecasting of the Filecoin circulating supply. 

Blockchain analytics firms obtain data for research reports and updates by directly calling Spacescope APIs.
",['TOOLING'],[],[],0,0,0,,,"[0, 1, 0, 1, 8, 2, 1, 1]"
Spade Client,0x2505a2126b7b69a2777a04e0db8a3724a234a75f47aa4bdd68a12c0b41644d51,"An improved and simplified client for SPADE - should be helping SP's onboard data, ♠️ with distrubuting and clients with getting their data onto miners.",built the entire application,it onboarded data,"['TOOLING', 'INFRASTRUCTURE']","['filecoin-project/lotus', 'filecoin-project/boost', 'dukesoft/filecoin-spade-client']","['filecoin-project/boost', 'filecoin-project/lotus']",2,1296,2899,2019-10-17 04:25:32.000000 UTC,2024-05-24 15:48:45.000000 UTC,"[0, 1, 6, 3, 0, 6, 1, 1]"
Spark Protocol,0x9449f0d41d6f8943f49940a82ee23bfc13ddf560b722487e4f4723843f6eb445,"The Spark Protocol samples file retrievals from Filecoin Storage Providers to improve the health and performance of the Filecoin Retrieval Market.

The Filecoin core Protocol does not have a way to check that Storage Providers are making CIDs from the set of FIL+ LDN deals available for hot retrieval, despite it being a condition for storing FIL+ deals. Spark aims to solve this. It samples the list of such CIDs, looks them up in IPNI and then makes retrieval requests to those files and reports on the results.

To make sure that Storage Providers are unaware of which clients are making Spark retrievals, Spark uses the Station network of globally distributed devices to act as the clients.

Between October 2023 and March 2024, the number of (Station) nodes running Spark requests went from essentially 0 to ranging between 10k and 20k daily. Spark is now making around 20m retrieval requests a day to Filecoin Storage Providers and it is requesting roughly half a million different file CIDs each week.

In March, the Spark protocol added the ability to calculate retrieval success rate by Storage Provider, by linking up keys in IPNI and in on-chain records. This means that the Spark Protocol can now understand the retrieval performance of each Storage Provider at a file retrieval level.

N.B. Spark is making file CID retrievals not piece CID retrievals.
","Prior Art: Previous Filecoin retrieval bots retrieved pieces from Storage Provider by their Piece CID. These requests were made from a set of Protocol Labs controlled servers. 

Spark improves on this in the following ways.

- Spark is the first retrieval protocol that samples and measures payload (or file) CID retrievals instead of piece CIDs. This matches what future hot retrieval traffic will look like.

- Spark, leveraging the Station Network, uses a decentralised network of clients to make the requests and rewards them in FIL. This means that Storage Providers are much less able to distinguish between real traffic and sample traffic and so must provide a good service to both. This also keeps the infra costs in the Filecoin ecosystem rather than going to cloud giants.

- Spark uses FVM for managing the payouts to Station Operators running the Spark client. 
","Between October 2023 and March 2024, the number of (Station) nodes running Spark requests went from essentially 0 to ranging between 10k and 20k daily. Spark is now making around 20m retrieval requests a day to Filecoin Storage Providers and it is requesting roughly half a million different file CIDs each week.

Spark now is able to calculate the retrieval success rate by Storage Provider and we can see that while some SPs are providing a very good service, many are not providing hot retrievals at all. The visibility into this can now help us improve the Filecoin Retrieval Success Rate.
",['RESEARCH_AND_DEVELOPMENT'],"['filecoin-station', 'filecoin-station/spark']","['filecoin-station/core', 'filecoin-station/desktop', 'filecoin-station/zinnia']",3,21,97,2022-02-15 15:26:26.000000 UTC,2024-05-27 01:45:23.000000 UTC,"[1, 2, 3, 1, 2, 1, 1]"
Storage-proofs-porep Mempool Optimization,0x32a8e4529f0f3cdb879018695c3951b3d5b43e33ae24890261b463580dc4b73f,The purpose of this project is to optimize the memory usage during storage sealing commit phase 1 in parallel mode.,"1. StorSwift team provides SP with PC1 mempool optimized solution, which helps SPs accelerate sealing process, and save the cost at same time.
2. StorSwift team maintains this code base, and let the community members can leverage the improvement for data onboarding, and also help on the functionality integration.","1. Help SP accelerate the data onboarding for Filecoin.
2. Many community members ask the technical support for this optimization integration.",['INFRASTRUCTURE'],['storswiftlabs/rust-fil-proofs-mpool'],['storswiftlabs/rust-fil-proofs-mpool'],1,2,3,2021-11-10 11:55:51.000000 UTC,2024-03-18 08:14:42.000000 UTC,"[2, 2, 0, 4, 1, 0]"
StorSwift,0xf154dc86de73af49f110d659fe2b309059ac345f9349aa61937cf1706712f671,"StorSwift provides SP with an MPC-based wallet based on lotus repo, which improves the convenience of network users using the wallet, lowers the usage threshold, and improves the security of the wallet.
","The wallet API based on lotus provides the offline sign function to ensure that the user's private key is not stored in the production environment and ensures the security of the user's large assets. The team optimized the gas overhead of buildin Actor, enriched and improved the availability of the network.
","The team optimized the gas overhead of buildin Actor, enriched and improved the availability of the network，Assist in network upgrade development and FIP implementation.",['RESEARCH_AND_DEVELOPMENT'],"['filecoin-project/lotus', 'storswiftlabs/imfil branchonline-v3-mpc', 'storswift/lotus-offline-sign', 'filecoin-project/go-state-types', 'filecoin-project/builtin-actors']","['filecoin-project/builtin-actors', 'filecoin-project/go-state-types', 'filecoin-project/lotus']",3,1341,2892,2019-10-17 04:25:32.000000 UTC,2024-05-24 15:48:45.000000 UTC,"[2, 0, 1, 0, 2, 1, 1]"
Team TSE,0xd8ba4aa66fdfd245a373722b08c4def1456c59354847cfb9dfb0dc1cd8b45c29,"The Filecoin Technical Support Engineer (TSE) team has played an essential role in the Filecoin community for several years. This highly visible team has consistently focused on delivering timely and critical assistance to users across the ecosystem, regardless of their experience level, through various support channels, including Slack, X (formerly known as Twitter), Discord, Telegram and more.

We are nominating the TSE Team to underline a key message: active contributions to community support are recognised and rewarded!","- Community and Team Liaisons: Act as key intermediaries and spokespersons for the Filecoin community groups like SPWG, DSA, Filecoin Foundation, and others. Engage in regular community meetings and provide updates and feedback.

- Technical Support and Testing: Provide in-depth technical support and conduct extensive testing for Lotus and related projects like FVM, Deal Contract, SplitStore, and others. Manage and maintain multiple testing environments and production miners.

- Documentation and Media Production: Create comprehensive documentation, tutorials, and media content for Lotus updates and new features. Produce educational and instructional materials, including YouTube tutorials and quick-start guides.

- Project Collaboration and Cross-Team Engagement: Collaborate with various teams and projects within the ecosystem, including Boost, Spade, ConsensusLab, and others. Offer feedback, conduct user experience testing, and assist in launch strategies.

- Strategic Planning and Execution: Develop and implement robust launch and communication strategies for new features and services. Coordinate social media management and event planning for major launches and community events.

- Issue Management and Feedback Provision: Triage and manage incoming issues, ensuring efficient resolution. Provide detailed bug reports and user feedback and contribute to improving software quality and usability.

- Community Advocacy and Representation: Represent community interests in key discussions and updates, manage community sentiment, and maintain strong engagement with various platforms and stakeholders.","The Filecoin Technical Support Engineer (TSE) team is a cornerstone of the Filecoin ecosystem, providing essential support across platforms like Slack, X (formerly Twitter), Discord, and Telegram. Their extensive engagement, exemplified by over 100,000 messages in Slack across more than 100 channels, highlights their significant role in supporting thousands of participants.

The TSE team acts as a vital intermediary for community groups and plays a key role in the management and testing of major projects like Lotus and FVM. Their efforts in creating detailed documentation and media ensure the community is well-informed and engaged. Their collaborative work across teams enhances user experience and project outcomes, while their strategic issue management and community advocacy drive the ecosystem’s growth and health.",['COMMUNITY_EDUCATION'],['filecoin-project/lotus'],['filecoin-project/lotus'],1,1235,2792,2019-10-17 04:25:32.000000 UTC,2024-05-24 15:48:45.000000 UTC,"[1, 0, 0, 3, 1, 5, 0, 2]"
The FIP Editors,0x173ad12dc7dde47816b620ac33b910e8be0619e2120d931e414bee91503a7ce8,"In the quiet chambers of the FIP realm, where whispers echo through digital corridors, there reside the stewards of possibility—the FIP Editors. Their task is not one of glamour, nor of accolades; etched in the ancient scrolls of FIP-0001, it is a silent dance with destiny, hidden from the spotlight.

Amidst lines of pseudocode and cryptographic incantations, they labour. The Filecoin network, like a celestial tapestry, unfurls across the cosmos. And within its threads, the FIP Editors weave their magic. They untangle complexities, mend frayed edges, and stitch together the warp and weft of consensus. Their involvement is not mere oversight; it is an offering to the decentralised gods. They guard against entropy, ensuring the network’s evolution remains seamless, secure, and unwavering.

And who are these silent guardians? Not corporate titans, nor profit-driven mercenaries. Their allegiance lies not with paychecks, but with the greater good. Their eyes scan proposals, dissecting each word, each comma, seeking harmony. As the sun sets on another improvement proposal, they continue writing the unwritten, shaping the unshaped. Their names may fade, but their impact reverberates—a testament to the power of human devotion. ","The FIP Editors group was created by FIP-0001, which tasks FIP Editors with ensuring that FIPs are sound and complete, and with stewarding their progress along the pipeline. In line with their responsibilities, FIP Editors have provided thousands of review comments and suggestions on FIP PRs, tended to the pipeline, and contributed to governance discussions, while remaining committed to neutrality and helping improve and advance proposals irrespective of their authorship. 

The current set of FIP Editors is employed by PL and FF. None are employed as FIP Editors and all pursue this role as volunteer public good work, in addition to their primary responsibilities.","The group touched every one of the 90 FIPs in Filecoin's history and tended to >470 PRs. In addition to its core governance responsibilities, outlined in FIP-0001, Editors have always been highly involved in governance discussions and in educating and supporting contributors to the protocol. 

The Filecoin network simply wouldn't exist in its current form without the Editors' contributions.","['COMMUNITY_EDUCATION', 'RESEARCH_AND_DEVELOPMENT', 'GOVERNANCE']",['filecoin-project/fips'],['filecoin-project/fips'],1,160,310,2020-09-10 23:17:17.000000 UTC,2024-05-24 22:36:56.000000 UTC,"[1, 0, 4, 10, 3, 4, 7, 8, 0]"
The Scientific Coordination Infrastructure and Operating Systems Collaborative (SciOS),0x67f696285dce01b97c870caf6cbe9ad67a21e58b0882fc23c24452663ba39279,"The Scientific Coordination Infrastructure and Operating Systems Collaborative (SciOS) works to erase gaps between and within the academic, technologist, innovator, and funding communities, with an emphasis on those contributing to open science and open-source. We co-locate these networks, map the shared problems hindering their progress, and facilitate collaborative processes to discover and catalyze the development and adoption of technological solutions. We envision a scientific process that leverages technology to measurably stabilize, enhance, and democratize the supply chain of science, making the system itself more efficient, open, and accessible.

Through physical and virtual workshops, network and community building initiatives, and directed ecosystem support and engagement, SciOS creates a Collaborative environment that connects academics, researchers, technologists, innovators, funders, policy makers, institutions, corporations, and the public with one another as well as with their peers. We leverage these connections to identify, support, accelerate, and lead the adoption of collaborative technological solutions that streamline the research process and foster open science practices driven by open-source software.

The inaugural series of SciOS workshops, SciOS24, addressed issues in critical infrastructure of science, including data storage and compute, FAIR data practices, identity management, funding and incentive design, and AI integration. These workshops brought together leading technicians and engineers in both open science and web3, fostering collaboration and innovation to tackle the challenges facing scientific infrastructure today.

SciOS24 set the stage for ongoing events and programs aimed at establishing a technology-based scientific infrastructure where open science is the default mode of knowledge discovery and translation. Notably, the event, enabled by Protocol Labs, DeSci Labs, Gridcoin, and The AI Alliance exposed over 200 legacy organizations, corporations, institutions, and open source projects to technical solutions for the problems plaguing scientific infrastructure. These solutions include those within the Filecoin ecosystem.

For example, the open state data networks track brought together ecosystem partners such as DeSci Labs, Naptha AI, and IPFS with leading external technicians such as Ceramic, Orbis DB, and the GoFAIR foundation to explore how technical solutions can be woven into the future fabric of the infrastructure for scientific progress.

Ultimately, SciOS24 benefited track and workshop leads along with participants by providing a space to work together on shared solutions to deep tech problems. 

SciOS’s enduring vision is to connect web3 technologies to the existing open-source and open science ecosystems. 

SciOS directly impacts the Filecoin and broader Web3 ecosystem through collective efforts to enhance infrastructure resilience and interoperability, broaden community breadth and engagement, and establish technical collaborations with projects outside of Web3 bubble. 

---

# SciOS24 Outputs

- 700+ registered attendees

- 200+ legacy organizations, corporations, institutions, and open source projects exposed to web3 technology and ecosystem:

   - https://www.go-fair.org/

   - https://thealliance.ai/members

   - https://numfocus.org/sponsored-projects

   - https://numfocus.org/sponsored-projects/affiliated-projects

- Juan Benet’s Open Problems Workshop: This session addressed systemic challenges within decentralized science. By exploring new paradigms for funding, including retroactive public goods funding and impact certificates, the workshop proposed innovative models to support sustainable scientific research. It emphasized the potential of decentralized technologies for creating more equitable and transparent funding mechanisms, directly aligning with Web3's mission to democratize access to data, information, and resources.
   - https://docs.google.com/document/d/1YasZh7szToMx7ABjCY5duDg4mUd_MbKRWcnEd1x9XIc/edit

- Michael Zargham’s Scientific Research Ontology: This workshop provided a comprehensive ontology for mapping the scientific research ecosystem. By delineating roles, subprocesses, and their interrelations, it laid the groundwork for a more structured and interoperable scientific community.
   - https://github.com/mzargham/Scientific-Research-Ontology

- Standardization Through DeSci Doc: This discussion highlighted the urgent need for standards across the DeSci space to ensure compatibility, efficiency, and scalability. By learning from standardization efforts in other sectors and identifying specific needs within DeSci, the session underscored the role of Web3 and related technologies in establishing a standardized, decentralized infrastructure for scientific data. The emphasis on interoperability and collaboration across networks serves as a testament to the potential for Filecoin’s ecosystem to underpin the next generation of scientific research infrastructure. 
   - https://docs.google.com/document/d/1T_a8r0m53bFEiot_Ilzi0BQmlHKLUYwQQZs8lsHibfg/edit

- Coordination.network’s post produced interactive workshops: In collaboration with coordination.network, the SciOS workshops will be embedded into an LLM that will allow future “attendees” to interact with the workshops as though they were in the room at the time of the workshop.

- Expansion of [The Map of Open Source Science](https://opensource.science) (MOSS): MOSS is a NumFOCUS product that maps the digital knowledge and research ecosystems. SciOS saw the addition of the AI domain to the map, which includes Filecoin and ecosystem infrastructure projects.

- Hyperboard: A hyperboard is being assembled to track contributions to SciOS24 and future events. An early version from the event is shared below.

- Media: Videos, audio, and images are in post-production and will be released in the coming weeks.

---

# SciOS Schedule and Participating Projects

**Day One: Applications, Outputs, and Community Showcase**

- Track Lead: SciOS Team and the DeSci Community

**Day Two: Open Problems Sessions and Workshops**
- Open Problems Sessions
   - Track Lead: Juan Benet

- Science Primitives
   - Track Lead: Michael Zargham

- DID and Permissions Workshops
   - Track Lead: Shady el Damaty, Holonym
      - Participants:
         - Ceramic
         - Orbis
         - Holonym

**Day Three: Funding, Incentives, and Open State Data Networks**

- Funding and Incentive Design Workshops
   - Track Lead: Andrew Dickson, Drips
      - Participants:
         - Coordination.network
         - Open Source Observer
         - Gridcoin
         - Molecule

- Open State Data Networks Workshops
   - Track Lead: Will Scott
      - Participants:
         - DeSci Labs
         - Ceramic
         - Orbis
         - Ethereum Attestation Service
         - Intuition.Systems
         - IPFS
         - Protocol Labs

**Day Four: FAIR Data, Semantic Publishing, and AI in Open Science**

- FAIR data and Semantic Publishing Workshops
   - Track Leads: Erik Schultes, GoFAIR foundation; Erik Van Winkle, DeSci Labs; Ronen Tamari, Common Sensemakers

- AI in Open Science Workshops
   - Track Leads: Don Gossen, Nevermined; Levi Rybalov, CoopHive
      - Participants:
         - Index Network
         - Naptha AI
         - coordination.network
         - Common Sensemakers
         - Block.Science
         - Valory

- Mapping the Ecosystem and Hackathon
   - Track Leads: Jonathan Starr, NumFOCUS; Martin, coordination.network

# Use of Funds

Funds will be used to support SciOS in:

- The formation of a continuous interest group under the [Open Source Science Initiative](https://opensource.science) (OSSci) at [NumFOCUS](https://numfocus.org). OSSci is an initiative that connects the worlds of open source and open science; it bridges the divide between researchers and open source research software. The SciOS interest group (likely to be called “Technology and AI in Open Science) will be dedicated to showcasing technologies, learning about other tools/technologies in the ecosystem, and discuss technology and open science with other stakeholders deeply invested in the open science, open source, and web3 movements. Examples of technologies the group will explore include, but are not limited to, distributed storage, distributed compute, and AI. The SciOS interest group will be joining already existing interest groups in Life Sciences (chaired by Eileen Koski), Chemistry/Materials Science (chaired by Dmitry Zubarev), Climate and Sustainability (chaired by Eloisa Bentivegna), and Economics (chaired by Michael Zargham).

- The expansion of the workshop event model at major web3 and open science/open source conferences and events such as SciPy, the Open Source Summit, PyData, and All Things Open. Instead of asking those who web3 technology is intended to support to leave the comfort of their own community, SciOS will go to them.

- Including the Web3 ecosystem in MOSS to help visualize the existence and impact of technology, tools, dependencies, programs, initiatives, organizations, funding routes, people, and scientific datasets within the Web3 ecosystem and how these technologies connect to and support the open source and open science communities.

- Continued outreach to legacy organizations, institutions, and open source projects.",See Description.,See Description.,['COMMUNITY_EDUCATION'],['mzargham/scientific-research-ontology'],[],0,0,0,,,"[0, 0, 4, 0, 0]"
Titan Network,0x0348519ca7208232e607f1c14048159e58e575c5e11adcb01593eb6ffdfe40d7,"Titan Network develops a Universal DePIN service. Titan Network is a digital resource network designed to facilitate the matching of community idle resources with global demand, making it easy for everyone to leverage the power of DePIN services, participate in the construction of the Internet of Value and leverage the power of Filecoin ecosystem via easy-to-use service.","Initially, Titan Network focused on the Filecoin retrieval market, conducting key technological tests and validations for PCDN, and market research on similar projects.
Then it open-sourced the Titan CDN codebase, released of v0.1 technical documentation, launched of the CDN Node console, connected of Titan L1 Node with IPFS, enabling Titan Nodes to retrieve data from IPFS, established connections between L1 Nodes and L2 Edge Nodes.","Provided open-source Titan CDN for the Filecoin ecosystem, simplifying the utilization of IPFS and Filecoin retrieval with the help of the Titan Network. Plus, a Titan SDK-Go codebase was developed. Then, a small-scale test with 200 Nodes was conducted, completing tests that involved loading client data of the Titan network into Filecoin SPs with the help of FIL Plus. Lastly, the Titan SDK-Go codebase was open-sourced.
On top of that solution, the Titan Network project is currently being developed, achieving 400k+ registered nodes and 100k+ nodes available online, continuously running the Titan solution.",['TOOLING'],['titannet-dao'],['titannet-dao/titan-node'],1,17,56,2023-04-14 04:46:07.000000 UTC,2024-04-29 11:10:09.000000 UTC,"[1, 2, 1, 0, 8, 3, 0, 1]"
Titan Storage,0xc24a4f1f7f32fe5b4cfab7ea139a84da77fdb6b8c2e1473a93e75a26556eed42,Titan Storage is a sophisticated hot data storage solution seamlessly integrated with the Filecoin network,"Titan Storage enables users to efficiently store data on Filecoin through an intuitive graphical interface, eliminating the necessity for an in-depth understanding or learning of Filecoin's complex mechanics. ","Benefit from the perpetual storage advantages offered by Filecoin, all made accessible and straightforward with Titan Storage. Titan Storage is being switched over to the Huygens test network, giving Titan Storage access to hundreds of thousands of nodes on the Huygens test network. ",['INFRASTRUCTURE'],['titannet-dao'],['titannet-dao/titan-node'],1,17,56,2023-04-14 04:46:07.000000 UTC,2024-04-29 11:10:09.000000 UTC,"[0, 1, 0, 6, 0, 1, 1]"
