project_name,repo_url,created_date,hackathon_name,bounty_title,org,gitcoin/buidlbox
[D4] - Facade,https://github.com/cwkang1998/facade,2023-03-04 16:57:49.195+00,ETHDenver 2023,Deploy a Dapp on an L2 using Infura and Truffle,Infura,buidlbox
[W1] - Traveler,https://github.com/yiyang7/traveler/tree/main/g-map,2023-03-02 01:40:39.789+00,ETHDenver 2023,Design a blockchain product for low-income populations facing financial emergencies.,Giveth,buidlbox
[W12] - FreePub,https://github.com/masterfung/freepub-fullstacks,2023-03-04 21:01:30.856+00,ETHDenver 2023,Deploy a Dapp on an L2 using Infura and Truffle,Infura,buidlbox
[AH6] - 0xFable,https://github.com/norswap/cards,2023-03-05 08:15:21.334+00,ETHDenver 2023,Deploy your smart contract on Scroll,Scroll,buidlbox
[D4] - Facade,https://github.com/cwkang1998/facade,2023-03-04 16:57:49.195+00,ETHDenver 2023,Deploy your Dapp on Infura with MetaMask and Truffle Dashboard,Infura,buidlbox
[C11] - Ask Finance,https://github.com/BrunoZell/ask.fi,2023-03-05 02:53:52.514+00,ETHDenver 2023,#BUIDLathon 2023 Infrastructure + Scalability,ETHDenver,buidlbox
[W12] - FreePub,https://github.com/masterfung/freepub-fullstacks,2023-03-04 21:01:30.856+00,ETHDenver 2023,Build with Web3Auth,Web3Auth,buidlbox
[R1] - STACKS,https://github.com/bubblemelon/stacks,2023-03-03 21:21:23.785+00,ETHDenver 2023,"Innovative projects, tools, and features incorporating NuvoPower",Metis,buidlbox
[K1] - Lens Goal,https://github.com/lens-goal,2023-03-04 02:13:23.145+00,ETHDenver 2023,Integrate Lens,Lens Protocol,buidlbox
[AI2] - Bufficorn Racer,https://github.com/kPatch/BufficornRacer,2023-03-05 14:31:58.221+00,ETHDenver 2023,Build on Base 🔵,Coinbase,buidlbox
[K7] - PLAYDAO,https://github.com/0xF48/playdao-ethdenver2023,2023-03-05 05:36:38.586+00,ETHDenver 2023,#BUIDLathon 2023 DAOs + Community Track,ETHDenver,buidlbox
Smartran,https://github.com/ayush035/Harmony,2023-04-28 14:33:39.877+00,ETH Privacy with zkSync Era,UX Improvement with Account Abstraction,zkSync Era,buidlbox
[T1] - Zonulet,https://github.com/Agin-DropDisco/ETH-DENVER-HACK-2023,2023-03-05 12:41:23.091+00,ETHDenver 2023,Use the Truffle React Box to deploy a dapp on Infura,Infura,buidlbox
[D10] - MEV NFT - Data Shield,https://github.com/PeterisPrieditis/ETHDenver23-DataShield,2023-03-04 02:29:26.807+00,ETHDenver 2023,OKX - Smartmoney address label,OKX,buidlbox
[E6] - The Whale Wallet,https://github.com/thewhalewallet/thewhalewallet,2023-03-05 05:23:21.245+00,ETHDenver 2023,Build Web3 Businesses at Scale,Circle,buidlbox
[A7] - CoinChoice,https://github.com/coinchoice/coinchoice/,2023-02-27 21:09:38.736+00,ETHDenver 2023,Use fRPC to connect your dApp to Blockchain,Fluence,buidlbox
[Q5] - Eisen,https://github.com/climberNeedEquipment/universal-router,2023-03-04 20:00:56.413+00,ETHDenver 2023,Best Defi/NFT Project on Mantle,Mantle,buidlbox
[AW1] - SmartBet,https://github.com/G7DAO/SmartBet,2023-03-05 14:49:35.795+00,ETHDenver 2023,DAO Tooling on Mantle,Mantle,buidlbox
[AU7] - raeda,https://github.com/TobiasLoader/raeda,2023-03-05 06:01:12.48+00,ETHDenver 2023,Deploy a Dapp on an L2 using Infura and Truffle,Infura,buidlbox
[D3] - EigenList,https://github.com/0xIntuition/ethdenver-hackathon-2023,2023-03-05 05:45:53.781+00,ETHDenver 2023,#BUIDLathon 2023 Infrastructure + Scalability,ETHDenver,buidlbox
Smartran,https://github.com/ayush035/Harmony,2023-04-28 14:33:39.877+00,ETH Privacy with zkSync Era,Buidl the Future of Privacy,Leading Privacy,buidlbox
Smartran,https://github.com/ayush035/Harmony,2023-04-28 14:33:39.877+00,ETH Privacy with zkSync Era,Developer Tooling,zkSync Era,buidlbox
Age of Navigation,https://github.com/fisherOu/aon-project,2023-06-29 15:57:24.344+00,ETHShanghai 2023,Build dApps with K.Transformer,KNN3 Network,buidlbox
QDBSync,https://github.com/rukmani887799/QDBSync,2023-07-04 18:16:07.179+00,ETHShanghai 2023,Build a data loader / oracle network with Kwil,Kwil,buidlbox
Age of Navigation,https://github.com/fisherOu/aon-project,2023-06-29 15:57:24.344+00,ETHShanghai 2023,Build a fully decentralized application with DB3,DB3 Network,buidlbox
ChainFood,https://github.com/yanboishere/Chain.Food,2023-07-12 10:56:31.191+00,ETHShanghai 2023,Build a fully decentralized application with DB3,DB3 Network,buidlbox
Age of Navigation,https://github.com/fisherOu/aon-project,2023-06-29 15:57:24.344+00,ETHShanghai 2023,Build a dapp using a decentralized database,WeaveDB,buidlbox
Age of Navigation,https://github.com/fisherOu/aon-project,2023-06-29 15:57:24.344+00,ETHShanghai 2023,ProofService: add support for more platforms,Next.ID,buidlbox
Age of Navigation,https://github.com/fisherOu/aon-project,2023-06-29 15:57:24.344+00,ETHShanghai 2023,Build Apps using Offchain Structured Data with US3R Network S3.xyz,us3r-network,buidlbox
Age of Navigation,https://github.com/fisherOu/aon-project,2023-06-29 15:57:24.344+00,ETHShanghai 2023,KVService: implement a “revert” function for Zero-Trust user action chain,Next.ID,buidlbox
[AH6] - 0xFable,https://github.com/norswap/cards,2023-03-05 08:15:21.334+00,ETHDenver 2023,"Applied ZK, with a side of Scroll",Scroll,buidlbox
[S10] - YielDex,https://github.com/YielDex/YielDex,2023-03-04 17:29:00.538+00,ETHDenver 2023,Using Tellor,Tellor,buidlbox
[K1] - Lens Goal,https://github.com/lens-goal,2023-03-04 02:13:23.145+00,ETHDenver 2023,Chainlink Functions,Chainlink,buidlbox
[AH6] - 0xFable,https://github.com/norswap/cards,2023-03-05 08:15:21.334+00,ETHDenver 2023,Connect the world with Chainlink,Chainlink,buidlbox
[D4] - Facade,https://github.com/cwkang1998/facade,2023-03-04 16:57:49.195+00,ETHDenver 2023,Build a MetaMask snap using the Truffle Snaps Box,MetaMask,buidlbox
[A8] - Composooor,https://github.com/kairos-loan/composooor,2023-02-25 01:59:48.206+00,ETHDenver 2023,Deploy your smart contract on Scroll,Scroll,buidlbox
[AH6] - 0xFable,https://github.com/norswap/cards,2023-03-05 08:15:21.334+00,ETHDenver 2023,Build on Base 🔵,Coinbase,buidlbox
"[X13] - Fully Decentralized, Bankless Onramp & Offramp for Ethereum",https://github.com/BitHighlander/bankless,2023-02-26 21:33:43.506+00,ETHDenver 2023,Design a blockchain product for low-income populations facing financial emergencies.,Giveth,buidlbox
[AW1] - SmartBet,https://github.com/G7DAO/SmartBet,2023-03-05 14:49:35.795+00,ETHDenver 2023,Summon - Build a Quest,Game7,buidlbox
[AG6] - XR NFTs,https://github.com/XR-Goods-Company/ethdenver-xr-nft,2023-02-28 04:04:17.02+00,ETHDenver 2023,Build your ETH Denver project  using the Liquality SDK ,Liquality,buidlbox
Age of Navigation,https://github.com/fisherOu/aon-project,2023-06-29 15:57:24.344+00,ETHShanghai 2023,Best Use Of Kwil,Kwil,buidlbox
[Q5] - Eisen,https://github.com/climberNeedEquipment/universal-router,2023-03-04 20:00:56.413+00,ETHDenver 2023,0x Labs: Build Token Swaps with 0x Swap API,0x,buidlbox
[AW6] - SSVStakingPool,https://github.com/RohanNero/hardhat-dvt-staking,2023-03-01 20:52:42.406+00,ETHDenver 2023,Build a DVT-based Staking Service,ssv.network,buidlbox
[AW6] - SSVStakingPool,https://github.com/RohanNero/hardhat-dvt-staking,2023-03-01 20:52:42.406+00,ETHDenver 2023,Build a Liquid Staking Pool,ssv.network,buidlbox
[K1] - Lens Goal,https://github.com/lens-goal,2023-03-04 02:13:23.145+00,ETHDenver 2023,Polygon DeFi UX Challenge,Polygon,buidlbox
[AI2] - Bufficorn Racer,https://github.com/kPatch/BufficornRacer,2023-03-05 14:31:58.221+00,ETHDenver 2023,Programmable Storage on BNB Greenfield,BNB Chain,buidlbox
[S10] - YielDex,https://github.com/YielDex/YielDex,2023-03-04 17:29:00.538+00,ETHDenver 2023,Integrating INTU Advanced Accounts for End-users,Intu,buidlbox
[D14] - NFTUBE,https://github.com/NFTUBE-Eth-Denver-23,2023-03-02 19:02:13.76+00,ETHDenver 2023,Best Use of Polygon,Polygon,buidlbox
[W7] - Cognoscenti,https://github.com/sethhowes/public-goods-prediction-markets,2023-03-05 11:32:00.373+00,ETHDenver 2023,Best Use of Polygon,Polygon,buidlbox
[AW2] - Smart Bet,https://github.com/luizoamorim/denver_smartbet,2023-03-05 02:56:29.855+00,ETHDenver 2023,Polygon DeFi UX Challenge,Polygon,buidlbox
[AU7] - raeda,https://github.com/TobiasLoader/raeda,2023-03-05 06:01:12.48+00,ETHDenver 2023,Changing Climate Change with web3,Giveth,buidlbox
GUITest,https://github.com/GuardianUI/storycheck,2023-04-22 17:50:55.277+00,ETH Privacy with zkSync Era,UX Improvement with Account Abstraction,zkSync Era,buidlbox
[I2] - Andromeda,https://github.com/rahulnkm/andromeda,2023-03-04 05:54:11.011+00,ETHDenver 2023,Delegate Voting for Aragon DAOs,Aragon,buidlbox
ChainFood,https://github.com/yanboishere/Chain.Food,2023-07-12 10:56:31.191+00,ETHShanghai 2023,KVService: implement a “revert” function for Zero-Trust user action chain,Next.ID,buidlbox
PE EquitySwap,https://github.com/PeopleEquity/EquitySwap,2023-07-16 22:33:49.018+00,BUIDLEra,Open track - Buidl something awesome with account abstraction,Argent,buidlbox
PE EquitySwap,https://github.com/PeopleEquity/EquitySwap,2023-07-16 22:33:49.018+00,BUIDLEra,Wallets & Smart Contract | Paymasters | scaffold-era Additional [from GSR],GSR,buidlbox
PE EquitySwap,https://github.com/PeopleEquity/EquitySwap,2023-07-16 22:33:49.018+00,BUIDLEra,Wallets & Smart Contract | Paymasters | scaffold-era Additional Prizes as [Active Credits on AWS],AWS,buidlbox
[I5] - ChainBrain,https://github.com/ChainBrainStudio/ethdenver-buidlathon-2023,2023-03-03 19:12:01.782+00,ETHDenver 2023,Integrate Web3Auth Core-Kit SDK in your Ethereum Application,Web3Auth,buidlbox
[AV7] - SLOTHS ON THE RUN,https://github.com/SlothDenver,2023-03-05 10:25:59.87+00,ETHDenver 2023,Port over Ethereum dApps to Neon-EVM,Neon Labs,buidlbox
[Q5] - Eisen,https://github.com/climberNeedEquipment/universal-router,2023-03-04 20:00:56.413+00,ETHDenver 2023,Polygon DeFi UX Challenge,Polygon,buidlbox
[C12] - Bitcoin Vitalik's Vision (BVV),https://github.com/afkbyte/optimism,2023-03-05 09:27:39.876+00,ETHDenver 2023,Build with Bitcoin,Dfinity,buidlbox
[K2] - Liberate,https://github.com/v3rsr/liberate,2023-03-05 08:44:51.507+00,ETHDenver 2023,#BUIDLathon 2023 DAOs + Community Track,ETHDenver,buidlbox
[AT4] - NFT Hot Pot,https://github.com/jpzhangvincent/nft-hot-pot,2023-03-02 20:40:52.788+00,ETHDenver 2023,Build on Base 🔵,Coinbase,buidlbox
[R6] - Toko House,https://github.com/Toko-House,2023-03-03 22:02:17.479+00,ETHDenver 2023,Cypher Onboarding SDK,Cypher Wallet,buidlbox
[AI2] - Bufficorn Racer,https://github.com/kPatch/BufficornRacer,2023-03-05 14:31:58.221+00,ETHDenver 2023,#BUIDLathon 2023 NFTs + Metaverse + Gaming Track,ETHDenver,buidlbox
[AT2] - My Room,https://github.com/joshocalico/web3getter/tree/test,2023-02-24 19:40:01.439+00,ETHDenver 2023,Best Lens app,Lens Protocol,buidlbox
[AW5] - Squirrly,https://github.com/WillyDallas/Squirrly,2023-03-05 13:23:29.11+00,ETHDenver 2023,Build on Pocket Network,Pokt Network,buidlbox
[AW2] - Smart Bet,https://github.com/luizoamorim/denver_smartbet,2023-03-05 02:56:29.855+00,ETHDenver 2023,Connect the world with Chainlink,Chainlink,buidlbox
MyPlugin,https://github.com/drew7wonders/IPAccessControl,2023-05-01 07:44:54.705+00,ScalingX ZK Hackathon——The Hunt For X,Cairo 1.0 Developer Tools,ScalingX,buidlbox
ChainFood,https://github.com/yanboishere/Chain.Food,2023-07-12 10:56:31.191+00,ETHShanghai 2023,Build a data loader / oracle network with Kwil,Kwil,buidlbox
Margari,https://github.com/cryptotwilight/margari/,2023-12-29 14:22:49.485+00,Allo on Arbitrum Hackathon,Best Novel Funding Distribution Tool,ArbitrumDAO,buidlbox
RejuvenateAI,https://github.com/WEB3ATL/rejuvenateAI,2023-11-04 12:35:12.984+00,Web3 ATL Hackathon,Chainlink,Chainlink,buidlbox
[T1] - Zonulet,https://github.com/Agin-DropDisco/ETH-DENVER-HACK-2023,2023-03-05 12:41:23.091+00,ETHDenver 2023,Best Use of Polygon,Polygon,buidlbox
[I5] - ChainBrain,https://github.com/ChainBrainStudio/ethdenver-buidlathon-2023,2023-03-03 19:12:01.782+00,ETHDenver 2023,Best application built using ComposeDB on Ceramic,Ceramic,buidlbox
[AQ7] - Escher Fanboyz,https://github.com/kevinhalliday/op-attestations-explorer,2023-03-05 06:53:56.068+00,ETHDenver 2023,Create a Developer Tool for the AttestationStation,OPLabs,buidlbox
[T1] - Zonulet,https://github.com/Agin-DropDisco/ETH-DENVER-HACK-2023,2023-03-05 12:41:23.091+00,ETHDenver 2023,Best Use of Infura NFT API,Infura,buidlbox
[T1] - Zonulet,https://github.com/Agin-DropDisco/ETH-DENVER-HACK-2023,2023-03-05 12:41:23.091+00,ETHDenver 2023,Best Use of Ethereum Archive Data,Infura,buidlbox
[S3] - Velodrome Velocity,https://github.com/maceip,2023-03-05 14:43:56.091+00,ETHDenver 2023,#BUIDLathon 2023 DeFi Track,ETHDenver,buidlbox
[I8] - Connectr,https://github.com/adityataday/connectr,2023-03-05 04:44:35.973+00,ETHDenver 2023,Best Lens app,Lens Protocol,buidlbox
[T1] - Zonulet,https://github.com/Agin-DropDisco/ETH-DENVER-HACK-2023,2023-03-05 12:41:23.091+00,ETHDenver 2023,Connect the world with Chainlink,Chainlink,buidlbox
[T1] - Zonulet,https://github.com/Agin-DropDisco/ETH-DENVER-HACK-2023,2023-03-05 12:41:23.091+00,ETHDenver 2023,Best project using Filecoin Virtual Machine (FVM),Filecoin/IPFS,buidlbox
[AV7] - SLOTHS ON THE RUN,https://github.com/SlothDenver,2023-03-05 10:25:59.87+00,ETHDenver 2023,Best Defi/NFT Project on Mantle,Mantle,buidlbox
[T1] - Zonulet,https://github.com/Agin-DropDisco/ETH-DENVER-HACK-2023,2023-03-05 12:41:23.091+00,ETHDenver 2023,Deploy your smart contract on Scroll,Scroll,buidlbox
Incase,https://github.com/nwakaku/zk_Incase,2023-03-08 22:44:05.982+00,zkSync Era∎ Hack0,👛🪄 Account Abstraction & Security,zkSync Era,buidlbox
Web3Passports,https://github.com/Web3Hackathons-Buidl/web3passport.git,2023-05-15 22:24:05.479+00,Regen Rangers Hackathon,Create one or more new On-Chain Passports,OpenData Community,buidlbox
ChainFood,https://github.com/yanboishere/Chain.Food,2023-07-12 10:56:31.191+00,ETHShanghai 2023,Build Apps using Offchain Structured Data with US3R Network S3.xyz,us3r-network,buidlbox
[I8] - Connectr,https://github.com/adityataday/connectr,2023-03-05 04:44:35.973+00,ETHDenver 2023,Integrate Lens,Lens Protocol,buidlbox
LiFi,https://github.com/LiFi-ETHDenver2023,2023-03-02 21:14:46.965+00,ETHDenver 2023,Best Use of Polygon,Polygon,buidlbox
[K8] - WritersBlock,https://github.com/nol13/BuidlProject,2023-03-04 01:04:48.275+00,ETHDenver 2023,Best Use of Polygon,Polygon,buidlbox
[I8] - Connectr,https://github.com/adityataday/connectr,2023-03-05 04:44:35.973+00,ETHDenver 2023,MetaMask Snaps - Identity 🪪 & Communication 💬,MetaMask,buidlbox
[W7] - Cognoscenti,https://github.com/sethhowes/public-goods-prediction-markets,2023-03-05 11:32:00.373+00,ETHDenver 2023,OKX - Smartmoney address label,OKX,buidlbox
[W10] - Dominant Assurance,https://github.com/lilyjordan/dominant-assurance-contract/tree/main,2023-03-05 13:08:22.918+00,ETHDenver 2023,#BUIDLathon 2023 Impact + Public Goods Track,ETHDenver,buidlbox
[AI2] - Bufficorn Racer,https://github.com/kPatch/BufficornRacer,2023-03-05 14:31:58.221+00,ETHDenver 2023,OpenZeppelin Defender Integration,Open Zeppelin,buidlbox
[D3] - EigenList,https://github.com/0xIntuition/ethdenver-hackathon-2023,2023-03-05 05:45:53.781+00,ETHDenver 2023,Best knowledge management applications built on ComposeDB,Ceramic,buidlbox
[W7] - Cognoscenti,https://github.com/sethhowes/public-goods-prediction-markets,2023-03-05 11:32:00.373+00,ETHDenver 2023,Cypher Onboarding SDK,Cypher Wallet,buidlbox
[W7] - Cognoscenti,https://github.com/sethhowes/public-goods-prediction-markets,2023-03-05 11:32:00.373+00,ETHDenver 2023,Cypher Wallet Push SDK,Cypher Wallet,buidlbox
[I5] - ChainBrain,https://github.com/ChainBrainStudio/ethdenver-buidlathon-2023,2023-03-03 19:12:01.782+00,ETHDenver 2023,Best new subgraph(s),The Graph,buidlbox
[T1] - Zonulet,https://github.com/Agin-DropDisco/ETH-DENVER-HACK-2023,2023-03-05 12:41:23.091+00,ETHDenver 2023,Deploy your Dapp on Infura with MetaMask and Truffle Dashboard,Infura,buidlbox
[D14] - NFTUBE,https://github.com/NFTUBE-Eth-Denver-23,2023-03-02 19:02:13.76+00,ETHDenver 2023,Open Aurora Bounty,NEAR,buidlbox
[R6] - Toko House,https://github.com/Toko-House,2023-03-03 22:02:17.479+00,ETHDenver 2023,Bring Functionality to Metis,Metis,buidlbox
[AV2] - Regen Retire,https://github.com/thecrayon/retire-decentralized,2023-03-04 14:43:47.584+00,ETHDenver 2023,Crypto Retirement,Opolis,buidlbox
Web3Passports,https://github.com/Web3Hackathons-Buidl/web3passport.git,2023-05-15 22:24:05.479+00,Regen Rangers Hackathon,Suggest thresholds for popular Passport stamps,OpenData Community,buidlbox
PeerTradeX,https://github.com/coffiasd/PeerTradeX,2023-06-18 13:57:30.333+00,CryptScrow Codeathon,Automated Trades via Escrow Contracts,Horizen EON,buidlbox
ChainFood,https://github.com/yanboishere/Chain.Food,2023-07-12 10:56:31.191+00,ETHShanghai 2023,Best Use Of Kwil,Kwil,buidlbox
[D9] - HoneyDApp,https://github.com/Guy1m0/HoneyDApp-EthDenver,2023-03-02 21:23:08.72+00,ETHDenver 2023,#BUIDLathon 2023 Infrastructure + Scalability,ETHDenver,buidlbox
[W4] - Zicket,https://github.com/marija-mijailovic/Zicket,2023-02-25 01:53:36.167+00,ETHDenver 2023,#BUIDLathon 2023 Impact + Public Goods Track,ETHDenver,buidlbox
npm zk wizard,https://github.com/sambitsargam/zk-wizard,2023-04-27 16:52:01.91+00,ETH Privacy with zkSync Era,Developer Tooling,zkSync Era,buidlbox
[AF3] - L's with Frens,https://github.com/thomaspanf/ethden23-Ls-with-frens,2023-03-05 07:31:46.878+00,ETHDenver 2023,Scroll ♥ Lens | Cross-chain Decentralized Social Media,Scroll,buidlbox
ChainFood,https://github.com/yanboishere/Chain.Food,2023-07-12 10:56:31.191+00,ETHShanghai 2023,Build Web3 with Chainlink,Chainlink China,buidlbox
PE EquitySwap,https://github.com/PeopleEquity/EquitySwap,2023-07-16 22:33:49.018+00,BUIDLEra,scaffold-era ,zkSync Era,buidlbox
Age of Navigation,https://github.com/fisherOu/aon-project,2023-07-12 10:46:07.721+00,ETHShanghai 2023,ETHShanghai Main Track - Layer 2 & On-Chain Gaming,ETHShanghai 2023,buidlbox
Board Wallet,https://github.com/Board-Wallet/board-wallet-frontend,2023-07-17 20:25:07.276+00,BUIDLEra,Wallets & Smart Accounts,zkSync Era,buidlbox
DCA Multi Module Wallet,https://github.com/DCA-Wallet,2023-06-28 19:30:52.001+00,BUIDLEra,Wallets & Smart Accounts,zkSync Era,buidlbox
Argent zkSyncAuction,https://github.com/nabetse00/argent-zkAuction,2023-07-09 11:03:41.927+00,BUIDLEra,Open track - Buidl something awesome with account abstraction,Argent,buidlbox
FortunaNFT,https://github.com/AnanthVivekanand/chainlink-vrf-nfts,2023-11-05 05:11:01.831+00,Web3 ATL Hackathon,Chainlink,Chainlink,buidlbox
Margari,https://github.com/cryptotwilight/margari/,2023-12-29 14:22:49.485+00,Allo on Arbitrum Hackathon,Best use of the project registry,ArbitrumDAO,buidlbox
[C10] - Alice's Ring,https://github.com/KS-ETHDenver2023,2023-03-03 02:29:49.192+00,ETHDenver 2023,Best Multi-Network Deployment using Infura,Infura,buidlbox
[R2] - StakeSwap,https://github.com/stakeswap,2023-03-02 17:55:16.84+00,ETHDenver 2023,OpenZeppelin Defender Integration,Open Zeppelin,buidlbox
[R10] - TrustSight,https://github.com/buffibuidler/trustsight,2023-03-04 20:13:07.019+00,ETHDenver 2023,Cypher Onboarding SDK,Cypher Wallet,buidlbox
[R4] - TeleFi,https://github.com/0xSiddharth/telefi-staging,2023-03-04 05:27:41.167+00,ETHDenver 2023,Web3Modal Creative Challenge,Wallet Connect,buidlbox
MyPinataCloud ,https://github.com/PinataCloud/mypinata,2023-03-04 23:21:07.7+00,ETHDenver 2023,Integrate Lens,Lens Protocol,buidlbox
[K2] - Liberate,https://github.com/v3rsr/liberate,2023-03-05 08:44:51.507+00,ETHDenver 2023,Most Useful Web3 Tool,Polygon,buidlbox
[E1] - Peanut Protocol,https://github.com/ProphetFund/peanut-contracts,2023-03-05 14:16:56.061+00,ETHDenver 2023,Deploy your smart contract on Scroll,Scroll,buidlbox
Shareable Smart Wallet,https://github.com/ysongh/Safe-with-Approved-Addresses/tree/ethprivacy,2023-04-29 22:45:13.17+00,ETH Privacy with zkSync Era,UX Improvement with Account Abstraction,zkSync Era,buidlbox
PassportStamp,https://github.com/Shantanu-Singh/Gitcoin-Passport-Stamp-Analysis/blob/main/GitcoinPassportStampsAnalysis.pdf,2023-05-15 23:36:52.92+00,Regen Rangers Hackathon,Rewards for contributing to Sandbox project,OpenData Community,buidlbox
PassportStamp,https://github.com/Shantanu-Singh/Gitcoin-Passport-Stamp-Analysis/blob/main/GitcoinPassportStampsAnalysis.pdf,2023-05-15 23:36:52.92+00,Regen Rangers Hackathon,Suggest thresholds for popular Passport stamps,OpenData Community,buidlbox
Makeda,https://github.com/acgodson/makeda,2023-06-26 18:17:55.309+00,CryptScrow Codeathon,Automated Trades via Escrow Contracts,Horizen EON,buidlbox
ChainFood,https://github.com/yanboishere/Chain.Food,2023-07-12 10:56:31.191+00,ETHShanghai 2023,Best new subgraph(s),The Graph,buidlbox
[K2] - Liberate,https://github.com/v3rsr/liberate,2023-03-05 08:44:51.507+00,ETHDenver 2023,Best Use of Polygon,Polygon,buidlbox
[R10] - TrustSight,https://github.com/buffibuidler/trustsight,2023-03-04 20:13:07.019+00,ETHDenver 2023,Web3Modal Creative Challenge,Wallet Connect,buidlbox
[S3] - Velodrome Velocity,https://github.com/maceip,2023-03-05 14:43:56.091+00,ETHDenver 2023,Create a Developer Tool for the AttestationStation,OPLabs,buidlbox
[E10] - NFTUBE,https://github.com/NFTUBE-Eth-Denver-23,2023-03-05 15:32:26.431+00,ETHDenver 2023,Best Use of Polygon,Polygon,buidlbox
[O4] - Petting Bufficorn,https://github.com/buryhuang/ethdenver-petting-bufficorn.git,2023-02-25 15:02:45.074+00,ETHDenver 2023, Security 🔒& Scalability 🌱,MetaMask,buidlbox
[R4] - TeleFi,https://github.com/0xSiddharth/telefi-staging,2023-03-04 05:27:41.167+00,ETHDenver 2023,Covalent Unified API Bounties,Covalent,buidlbox
[AR7] - IRL Trust,https://github.com/kirilligum/irl-trust,2023-03-04 20:22:12.749+00,ETHDenver 2023,A credit line for every wallet,Huma,buidlbox
[AR7] - IRL Trust,https://github.com/kirilligum/irl-trust,2023-03-04 20:22:12.749+00,ETHDenver 2023,MetaMask Snaps - Identity 🪪 & Communication 💬,MetaMask,buidlbox
AStablish,https://github.com/tanteikg/SPPoA,2023-04-27 01:59:18.112+00,ScalingX ZK Hackathon——The Hunt For X,Utilize Zero Knowledge Proof Technology to scale Web3 Ecosystem,ScalingX,buidlbox
GasSubscribe,https://github.com/GasLockR/GasLockR-ETHShanghai,2023-07-04 16:16:07.396+00,ETHShanghai 2023,ETHShanghai Main Track - Layer 2 & On-Chain Gaming,ETHShanghai 2023,buidlbox
Metavoice,https://github.com/npyc1111/metavoice_ethshanghai,2023-07-04 17:15:18.094+00,ETHShanghai 2023,ETHShanghai Main Track - AI & Blockchain,ETHShanghai 2023,buidlbox
voicedeck,https://github.com/hangleang/hypercert-impact-reports,2023-07-11 08:55:16.747+00,Fund Public Goods,"Improve the efficiency and scalability of public goods funding through deployment of new products, systems, and financial instruments",Funding the Commons,buidlbox
Parametric Funding,https://github.com/ShivamAgarwal-code/Parametric-Funding.git,2024-01-11 06:36:45.931+00,Allo on Arbitrum Hackathon,Best Novel Funding Distribution Tool,ArbitrumDAO,buidlbox
MyPinataCloud ,https://github.com/PinataCloud/mypinata,2023-03-04 23:21:07.7+00,ETHDenver 2023,Web3Wallet UX Challenge,Wallet Connect,buidlbox
[C10] - Alice's Ring,https://github.com/KS-ETHDenver2023,2023-03-03 02:29:49.192+00,ETHDenver 2023,Covalent Unified API Bounties,Covalent,buidlbox
[AQ7] - Escher Fanboyz,https://github.com/kevinhalliday/op-attestations-explorer,2023-03-05 06:53:56.068+00,ETHDenver 2023,Create an AttestationStation Visualization,OPLabs,buidlbox
[K2] - Liberate,https://github.com/v3rsr/liberate,2023-03-05 08:44:51.507+00,ETHDenver 2023,Best Lens app,Lens Protocol,buidlbox
[Y8] - Near.Social DevGovGigs Improvements,https://github.com/p516entropy/NearSocial.DevGovGigsUpdates,2023-03-04 01:48:12.412+00,ETHDenver 2023,Fuzzy Search widget,NEAR,buidlbox
[Q2] - Algo Risk Terminal,https://github.com/andrewsiah/risk-terminal,2023-03-04 23:21:21.052+00,ETHDenver 2023,Risk Management,BNB Chain,buidlbox
[R4] - TeleFi,https://github.com/0xSiddharth/telefi-staging,2023-03-04 05:27:41.167+00,ETHDenver 2023,Connect the world with Chainlink,Chainlink,buidlbox
Escrease,https://github.com/1337-ishaan/escrease,2023-06-29 21:05:02.945+00,CryptScrow Codeathon,Building a Scalable Escrow Platform,Horizen EON,buidlbox
zksyncera nft mint,https://github.com/theRunCom/zksync-nft-usdc-mint,2023-07-16 12:15:23.459+00,BUIDLEra,Wallets & Smart Accounts,zkSync Era,buidlbox
Seleci,https://github.com/orgs/Seleci/,2023-11-27 13:27:29.405+00,BuildUP #2,Infrastructure & Tools,LUKSO,buidlbox
EZ Wallet,https://github.com/neonn0d/ezw,2023-11-01 07:52:09.683+00,buidlHACKS,buidl an avatar buidler module,buidlbox,buidlbox
Avatar Builder Module,https://github.com/web3senior/buidlbox,2023-10-27 21:52:41.073+00,buidlHACKS,buidl an avatar buidler module,buidlbox,buidlbox
[A2] - BetteRPC,https://github.com/TalentLayer-Labs/betterpc,2023-03-03 22:55:37.117+00,ETHDenver 2023,Improve fRPC Substrate,Fluence,buidlbox
[C10] - Alice's Ring,https://github.com/KS-ETHDenver2023,2023-03-03 02:29:49.192+00,ETHDenver 2023,Deploy your Dapp on Infura with MetaMask and Truffle Dashboard,Infura,buidlbox
[W4] - Zicket,https://github.com/marija-mijailovic/Zicket,2023-02-25 01:53:36.167+00,ETHDenver 2023,zkBob Bounty,zkBob,buidlbox
[X8] - Counter Risk Scanner (CRS),https://github.com/epociask/counter-risk-scanner,2023-03-04 06:58:37.361+00,ETHDenver 2023,Risk Management,BNB Chain,buidlbox
[E9] - Diing,https://github.com/cryptofin-ethdenver,2023-03-02 09:10:03.583+00,ETHDenver 2023,#BUIDLathon 2023 Infrastructure + Scalability,ETHDenver,buidlbox
Anyoung AItown,https://github.com/py499372727/AgentSims,2023-07-02 08:39:08.185+00,ETHShanghai 2023,Just deploy on Linea using Infura,Consensys,buidlbox
