,Project ID,Project Name,Applicant Type,Bio,Website,Attester Address,Payout Address,Tags,GOVERNANCE_FUND (OP),OTHER (USD),PARTNER_FUND (OP),RETROPGF_1 (USD),RETROPGF_2 (OP),REVENUE (USD)
312.0,0xfadf25227cc176c7ede5ca6453f663bf57947c42664768e00de9f71c1a907c41,Snapshot,PROJECT,Snapshot is a voting platform that allows DAOs to vote without gas fees.,https://snapshot.org/#/,0xf9551c66995eD3Ff9bb05C9Fd7ff148Bd75dc99a,0x3E87e5BCE4dEb09FeE5045EF15E18f873212E6A7,['COLLECTIVE_GOVERNANCE'],0.0,0.0,0.0,0.0,145.6,0.0
313.0,0xef1f798f5fad0d822ed7fe4fa3df93a48650be45c528b09cc455caff317a9aff,Spring Zhang,INDIVIDUAL,"Dune Wizards data analyst, created lots of usefule onchain data dashboards.",https://dune.com/springzhang,0xdbE38D1d3631a04875d3FAd945D0dFcb2C20f91c,0xdbE38D1d3631a04875d3FAd945D0dFcb2C20f91c,['END_USER_EXPERIENCE_AND_ADOPTION'],0.0,0.0,0.0,0.0,13000.0,0.0
314.0,0x50565b1e518ab91b14ef50fdab91a63623fb5951e96c18918e36be5aeb6fd297,Kiwi News,PROJECT,Community-curated crypto media dapp & open source P2P protocol,https://kiwinews.xyz,0xee324c588ceF1BF1c1360883E4318834af66366d,0xee324c588ceF1BF1c1360883E4318834af66366d,"['DEVELOPER_ECOSYSTEM', 'END_USER_EXPERIENCE_AND_ADOPTION', 'OP_STACK']",0.0,7697.3,0.0,0.0,0.0,5119.85
315.0,0x1a0f5668e635eb1a79c7f4baef6e41900c9370a147abdb89021d94f7bac007c6,Unitap,PROJECT,An onboarding tool for networks and communities,https://unitap.app/,0x95F2177022e7B34D84498F2D9dd63a7457ab5793,0x95F2177022e7B34D84498F2D9dd63a7457ab5793,['END_USER_EXPERIENCE_AND_ADOPTION'],,,,,,
316.0,0xb0e0767fc71db3090cdbb71b61ca3c6837e16377e4571fd2223ce4e7aedab8f4,BanklessDAO Turkish,PROJECT,BanklessDAO's subDAO for Turkish community expansion.,https://linktr.ee/banklesstr,0xBd55b361700c3349794aF68879B8a9E0921640Ed,0xf23b85AD3928f6c50B12065375E1cE5613c02d32,['END_USER_EXPERIENCE_AND_ADOPTION'],0.0,450.0,0.0,0.0,170.0,0.0
317.0,0x5c84f2c69cd6044c8a9275924a2c4040acbc8e31572260526d9b0bd028eabf04,Otterscan,PROJECT,"Otterscan is a fast, local, free and open source Ethereum block explorer",https://otterscan.io/,0x2648Fd2a1D10563AE0931e78559408D56Bc8C85C,0x43a0744e8a1A63C481aaDD5CEA12833D6976F851,"['DEVELOPER_ECOSYSTEM', 'OP_STACK']",0.0,40000.0,0.0,0.0,68800.0,0.0
318.0,0xbd677b4b419fc7f370267f8a16c767ee86d5821a9ff623372d1201eba82028c2,Encriptados,PROJECT," Encriptados: Crypto, DeFi, L2 - Educate and empower in the digital revolution.",https://encriptados.substack.com/,0x3a94e60a1a9d7A53765Ceb7dc73880BDB48eE4d0,0x3a94e60a1a9d7A53765Ceb7dc73880BDB48eE4d0,['END_USER_EXPERIENCE_AND_ADOPTION'],0.0,20.0,0.0,0.0,0.0,0.0
319.0,0xee97ff73170357b99babe87e571446a14ceca69695a9f3cd877e20f29d55c0ab,Archly,PROJECT,Empowering projects and users to operate across any chain.,https://archly.fi,0x0c5D52630c982aE81b78AB2954Ddc9EC2797bB9c,0x258D105F2D6a8B1c7abF85a5bF10896A7606Ac3C,"['DEVELOPER_ECOSYSTEM', 'END_USER_EXPERIENCE_AND_ADOPTION']",,,,,,
320.0,0xeff464a4d1163c24dea3777598667b31c6b68cea03649e0e8dbaa80fad82fc5f,Moonwell,PROJECT,Moonwell is an open and decentralized lending and borrowing protocol.,https://moonwell.fi,0x60A0164463f3dC6c27e0AF42D1F64ab8BF225578,0x4F56443f075eF5c972A76365606bFBdBD37e146f,"['DEVELOPER_ECOSYSTEM', 'END_USER_EXPERIENCE_AND_ADOPTION']",,,,,,
321.0,0x1d32f5fd7007ddfb7d205481a2c6897d1c4c7cf2e871a327f9f9e5dd3c8751ef,Ryan Berckmans,INDIVIDUAL,"App layer researcher that helped discover principles, opportunities, and threats",https://twitter.com/ryanberckmans,0x2DD9dE0DDC7e433F8c50A09929d766FEd59eB13a,0x56329ACd726a373177f8Bf2f94Ca601C0BB3C4FA,"['DEVELOPER_ECOSYSTEM', 'END_USER_EXPERIENCE_AND_ADOPTION']",,,,,,
322.0,0x63506f0d71ed13eb435d76d593ad9d466dec78e7e19417538e8abde6e4d8ffe6,Tenderly,PROJECT,Full-stack infrastructure solution for fast and reliable dApp development.,https://tenderly.co,0xF43350d7F1E6b8E0A6605145DA043f7326E10142,0xF43350d7F1E6b8E0A6605145DA043f7326E10142,['DEVELOPER_ECOSYSTEM'],0.0,0.0,0.0,0.0,0.0,0.0
323.0,0x27de4f66f0433de79ae96092bef499db80909c87b8572d4fbbb63bb6d82af2a0,Yoki Finance,PROJECT,Web3 recurring payments infrastructure,https://yoki.finance/,0x3A5B12814b03C517FDAB62d8781c22f3406aeef4,0xd9d0aa3fc1616ee96fe38f3ebaf9eac3862a9d4e,"['DEVELOPER_ECOSYSTEM', 'END_USER_EXPERIENCE_AND_ADOPTION']",,,,,,
324.0,0x43fe522287123a1ec1cd4b0ea4f346db3d9ed4cf8ade3f011bfda15cdbc0a80d,Stable.fish,PROJECT,Actual investment performance to find the best stablecoin farming pools,https://stable.fish,0x62d51Fa08B15411D9429133aE5F224abf3867729,0x62d51Fa08B15411D9429133aE5F224abf3867729,"['END_USER_EXPERIENCE_AND_ADOPTION', 'OP_STACK']",0.0,0.0,0.0,0.0,0.0,0.0
325.0,0x9979098a0bd42d43226f772324d159dc274ab52d4c5ed9399fdfc1b01e6f5448,JustCause,PROJECT,Crowdfunding application that uses an innovative funding mechanism,https://justcause.finance,0x78726673245fdb56425c8bd782f6FaA3E447625A,0x1623b06F4cF1Dd0f88B2ccDAeB0811c064C9E982,['END_USER_EXPERIENCE_AND_ADOPTION'],,,,,,
326.0,0x6e8a118fd384d47958f5a7773569de37463645011edb43193202c749f1e27ca5,Apetimism,PROJECT,An NFT project committed to establishing a genuine business framework.,https://apetimism.com,0x16ac527d938c36Caec5A6b0665ef7b456C22f7D2,0x40b46220C1f1Db69fEB9F2f670D60c81042a784E,['END_USER_EXPERIENCE_AND_ADOPTION'],,,,,,
327.0,0x6f845346e36b53a2fadd37486b709d088aa4278cc5b3b0e3e9488b85ff450822,Rollup.codes,PROJECT,Rollup codes is an interactive reference specification for the rollup ecosystem.,https://www.rollup.codes/,0x7d3F21bcb6C547737812A3213Ea105192f9e151f,0x6eDf76FD16Bb290A544fDc14fBB4b403D1DEeD9f,['DEVELOPER_ECOSYSTEM'],,,,,,
328.0,0x2f2c20e60d1f327d708f2e46799a3582623ab0fac770bc1afb2b5e793f86bf83,Smart Onboarding SDK,PROJECT,This is a research project to use WebAuthn with Account Abstraction.,https://github.com/G7DAO/account-abstraction-webauthn,0x91D76D31080ca88339a4E506aFfB4dED4b192bCb,0xE5F48897E47530af72a818e03381A8C7d13e1Db9,"['DEVELOPER_ECOSYSTEM', 'END_USER_EXPERIENCE_AND_ADOPTION']",,,,,,
329.0,0x60e8b63d4c87c43409731ac1370379af9884f7239cf69b052fb36c14d121f736,Downstream,PROJECT,"Downstream is an MMO implemented as a fully onchain, Autonomous World.",https://playmint.com/downstream,0x5cd05578760FAA29d7a00C1840c05a5B0C16f196,0x484bE269F871741805F78E9F1AffFD25D72Adcea,['DEVELOPER_ECOSYSTEM'],,,,,,
330.0,0xb4831ed3f4f28e666b5a9f94de5b54569793576ae9072e69b48f043dde3742e3,ilyessghz,INDIVIDUAL,French Crypto Content Creator,https://www.youtube.com/@ghzlearn,0xB135D40581404474Beca15Ba408E2E67A178b4cd,0xb135d40581404474beca15ba408e2e67a178b4cd,['COLLECTIVE_GOVERNANCE'],0.0,0.0,0.0,0.0,0.0,0.0
331.0,0x7840d1178ec3b4c6fa6fcef1ab16acdb40522b824806d2f6bed7a62519f251cc,Merkly,PROJECT,"Multifunctional Omnichain Solution, specialized in LayerZero-centered tools",https://minter.merkly.com/,0x3469F853c6522DE54Ce839Dd245724e56EF25859,0x5C773c06a647AE1702ec0e86f2d7E326Cb41dC4d,['END_USER_EXPERIENCE_AND_ADOPTION'],0.0,0.0,0.0,0.0,0.0,0.0
332.0,0x6b71f6d6aa0190ee949d08c706f772a90e600cc55972287fdb74cbafc2ba099e,CharmVerse,PROJECT,"web3 community platform for members to build relationships, work together & vote",https://www.charmverse.io/,0x1cD919942a8EF3e867Fe9C0813BC4851090cF037,0xCFDc043cd3A3b2A86e4FE2b5E74ff3369b26F628,"['COLLECTIVE_GOVERNANCE', 'DEVELOPER_ECOSYSTEM', 'END_USER_EXPERIENCE_AND_ADOPTION']",,,,,,
333.0,0x5e97794e6f3b8af9c3b97da269e51387e788cb4b3c609d708aaa668538ef1de2,Ultra Sound Money,PROJECT,"Spreading the ultra sound money meme 🦇🔊, and building ultrasound.money.",https://ultrasound.money/,0xa8dbd44FAFD2D795700693cdA7f5275714eBE075,0x52F8592BaAf3B90bC94Cb52F06C086080858e4d7,"['END_USER_EXPERIENCE_AND_ADOPTION', 'OP_STACK']",0.0,10000.0,0.0,0.0,0.0,0.0
334.0,0x013249f25537a8abdd06d367538d0eab0c9e5e8e36dde210abe1e7da8dd89c9e,LearnWeb3,PROJECT,The largest web3 dev community w/ education and opportunities for 100k+ students,https://learnweb3.io/,0x0D1f2Bd5351a65a78Ac0BeF3C8fAEf643C046508,0xD14033Fe2Da1DBFbe9A500D063BeF86368DB44B2,['DEVELOPER_ECOSYSTEM'],0.0,1000000.0,0.0,0.0,0.0,0.0
335.0,0xf251eca6ba1ed9dd7203accd891e6d00b086a4af7d0b6bf19eb663a2eecaca84,Delegate,PROJECT,Programmable identity for the multiwallet world,https://delegate.xyz,0x6Ed7D526b020780f694f3c10Dfb25E1b134D3215,0x6ed7d526b020780f694f3c10dfb25e1b134d3215,"['DEVELOPER_ECOSYSTEM', 'END_USER_EXPERIENCE_AND_ADOPTION']",,,,,,
336.0,0x8e27954588424d59759c84a2692f4115e12bb557b584ecea2b8e872aa3cdc133,Xofee,INDIVIDUAL,"My creations merge digital and physical, embodying significant blockchain events",https://twitter.com/Xofee3,0xFF141bFc450c57Ad84eBaFbD09ffa94A268a7aaE,0xFF141bFc450c57Ad84eBaFbD09ffa94A268a7aaE,['END_USER_EXPERIENCE_AND_ADOPTION'],0.0,4000.0,1000.0,0.0,0.0,167.3
337.0,0xfcd835dcd49c065f771ddd79ee1a37a908645121a0a59c51738507d6c89ae06c,PatrickAlphaC,INDIVIDUAL,"Smart Contract Engineer, Security Researcher, and Educator",https://www.youtube.com/@patrickalphac,0x2Ee6EDf2F5f5C8550CBf99628AA26b71FC23039e,0x2Ee6EDf2F5f5C8550CBf99628AA26b71FC23039e,['DEVELOPER_ECOSYSTEM'],0.0,25220.0,0.0,0.0,0.0,9758.51
338.0,0x4002ff01746bfe821acbcdc98c3d97d58673998dc655471186dc13f27e2d84ab,OptiChads,PROJECT,The #1 NFT community on Optimism!,https://www.optichads.art/,0x10850762bAc0dc6660630c1EfFe188A7cbFDdc88,0x10850762bAc0dc6660630c1EfFe188A7cbFDdc88,['END_USER_EXPERIENCE_AND_ADOPTION'],0.0,155.0,0.0,0.0,8606.59,0.0
339.0,0xfdff090a4b7839348e6e77c07018d20ea187249cd32c3d6661a06baebc82578e,Cryptotesters,PROJECT,Cryptotesters is a community of crypto power users.,https://cryptotesters.com/,0x9340d7Cabb81E95a8CAC60e997E97543D2371aDd,0x9340d7Cabb81E95a8CAC60e997E97543D2371aDd,['END_USER_EXPERIENCE_AND_ADOPTION'],0.0,50000.0,0.0,0.0,0.0,0.0
340.0,0xaa798e8755a6003a0f337780d1ad90ba73c94dea219515c588ec10221c4aa61e,Nacion Bankless,PROJECT,We are Bankless the first subDAO in Spanish from BanklessDAO,https://nacionbankless.substack.com/,0xA8F0048A0d1A04663Ca5010d0bEaC5BCAEeA0eef,0x8eA0749eA936762b7A5BfDD6c0f5beAb02fF0Bf4,"['COLLECTIVE_GOVERNANCE', 'END_USER_EXPERIENCE_AND_ADOPTION', 'OP_STACK']",1.0,5394.0,0.0,0.0,0.0,1.0
341.0,0x7e980b829cf896bc976e773dd743294a767ab097af1185a270ebb9e8f5899b9b,Picodes,INDIVIDUAL,"Co-Founder @Angle Labs, Contributor @AngleProtocol, Warden and Judge @code4rena",https://github.com/picodes/,0x34Eb88EAD486A09CAcD8DaBe013682Dc5F1DC41D,0x34Eb88EAD486A09CAcD8DaBe013682Dc5F1DC41D,['DEVELOPER_ECOSYSTEM'],,,,,,
342.0,0x84ecb27cf284c8208d4e5d3900b7d82ac73d30bd6de1aa5593e66db08b999f34,Cielo,PROJECT,Building the interpretation layer for Web3.,https://cielo.finance,0x0ef1E49E3C9A608b5c69e88623191A8b197729cC,0x0ef1E49E3C9A608b5c69e88623191A8b197729cC,['END_USER_EXPERIENCE_AND_ADOPTION'],,,,,,
343.0,0xfbc5b3bbff7b3e97d80ae04bfefc389dd9caf7085ce788d752bd3a04cf1165fa,WOOFi,PROJECT,"One DEX to rule all chains. Trade and earn with best pricing, cross-chain swaps.",https://fi.woo.org/,0x7cBFd4f0De51124B498f72DEBC35421C66F2bB0d,0xf0a9E1e6c85E99bc29A68eB9D750Dd7389feb886,"['END_USER_EXPERIENCE_AND_ADOPTION', 'OP_STACK']",,,,,,
344.0,0x807db7b398630dba09cdaeff7949ad3abcfbccaaa900aa2900ab59b8c10dd26f,Layer2News,PROJECT,Layer2News is an analytics and research website about scaling and modular.,https://layer2.news/,0xdef45E63561DdED007fB7a406F3E5490CBB48eA6,0x32113f9e995905970287D567734d116B1bAd42d9,['END_USER_EXPERIENCE_AND_ADOPTION'],0.0,1.0,0.0,0.0,0.0,0.0
345.0,0xd9a704d14fcf56e7d17b8a35f10e436fb4082d4c9bd7dbae254c59dd3e60a291,T2LATAM ,PROJECT,A Web3 community in LATAM. We educate and promote the adoption of Web3 tech.,https://www.t2latam.com/,0x2C2fC22575f5eFF9e4311708eABedA2791957c85,0x2C2fC22575f5eFF9e4311708eABedA2791957c85,['END_USER_EXPERIENCE_AND_ADOPTION'],,,,,,
346.0,0xda20b9456d60e3929ec03e830ebc028b1bc734bb84b7ddec3f510fdf244bcd85,Thumbs Up,INDIVIDUAL,"Writer, Educator, Optimist",https://thumbsup.mirror.xyz,0x4d85e4F760fb58E380f02657AE5Aafb8bd010601,0x4d85e4f760fb58e380f02657ae5aafb8bd010601,"['END_USER_EXPERIENCE_AND_ADOPTION', 'OP_STACK']",0.0,0.0,0.0,0.0,724.68,0.0
347.0,0x9d1718c287c5d346ddcdaba1ea67709d8c86fb86736fc38b0be12b118e938f47,Web3js,PROJECT, Web3.js is a JS/TS library that enables interacting w/ EVM compatible chains,https://web3js.org/,0x960609F3022b2c684E6f147cf6ACDa6C8264c2C0,0x0F56267206C6a83F726dD3A67305FFc0E5CDBfB2,['DEVELOPER_ECOSYSTEM'],0.0,900000.0,0.0,0.0,0.0,0.0
348.0,0x26ff87883511c2e098d8f80ec85de3191eee5560ac5838c3e78119acc1201ad1,MrCrypto Arabic,PROJECT,The biggest arabic community that focused on teaching arabs about web3.0 ,https://missions.mrcrypto.be/,0x519e9aa581E8A00cf4aa51ffc85B5E2BD2BECA75,0x70b924f21901850505a075f405e90c0dc4fa3d75,"['COLLECTIVE_GOVERNANCE', 'END_USER_EXPERIENCE_AND_ADOPTION']",0.0,0.0,0.0,0.0,0.0,5500.0
349.0,0x6ff9260b94544e3a51d026a98f7c3d7a420d32f8ccb169a592a7de913f42be06,rhino.fi,PROJECT,Rhino.fi is the ultimate layer 2 bridge and DeFi aggregator,https://www.rhino.fi/,0xC451b0191351ce308FdFd779D73814c910FC5eCB,0xC451b0191351ce308FdFd779D73814c910FC5eCB,['END_USER_EXPERIENCE_AND_ADOPTION'],0.0,0.0,0.0,0.0,0.0,0.0
350.0,0x4fa4c7e69725d373c6c010ae9a56e26857a72d5797d8575eb4c7210a31bffbea,go-ethereum-hdwallet,PROJECT,Ethereum HD Wallet derivation library in Go,https://github.com/miguelmota/go-ethereum-hdwallet,0xfb74103029aB113E00Df470c42CAfEd4c8aBe86E,0xEF137f8079Df12E9A1b280b4cF09DDEe0295c353,['OP_STACK'],,,,,,
351.0,0x2995531e6e01e3772d20be68e015d8e9c9c1d88579054fea65ed6e98c47c069c,RoOptimism,PROJECT,RoOptimism is the go to educational and onboarding resource for Romanians.,https://twitter.com/rooptimism,0xb62E762Af637b49Eb4870BCe8fE21bffF189e495,0xb62E762Af637b49Eb4870BCe8fE21bffF189e495,"['COLLECTIVE_GOVERNANCE', 'DEVELOPER_ECOSYSTEM', 'END_USER_EXPERIENCE_AND_ADOPTION']",0.0,0.0,0.0,0.0,0.0,0.0
352.0,0xe7f9ad888086ccc95ea11472ae068c93a22e9cb9dc14162c1987adf67995a8f0,Pheasant Network,PROJECT,Pheasant Network is an optimistic bridge specialized for Layer 2.,https://pheasant.network/,0x0CdeF21714e12A518B818C9a70c7AA39D4A69974,0x0CdeF21714e12A518B818C9a70c7AA39D4A69974,"['END_USER_EXPERIENCE_AND_ADOPTION', 'OP_STACK']",,,,,,
353.0,0x29a4b00f46a4eb31db8a962dfa202fe79f02ba3dc9dd49c98d993eb6189d72aa,ZachXBT,INDIVIDUAL,"Blockchain forensics, investigations, and whistleblower",https://twitter.com/zachxbt/,0x3D502fA3C2Aac31d88d6BDA8fBd38AB861211458,0x9D727911B54C455B0071A7B682FcF4Bc444B5596,"['END_USER_EXPERIENCE_AND_ADOPTION', 'OP_STACK']",0.0,0.0,0.0,0.0,188573.0,0.0
354.0,0x7f79282eea83f7969d81ae6254a31fc755e299c5bce901c2e241f60564159fbe,indexed.xyz,PROJECT,"Open, real-time, and decoded Optimism Superchain data w. a CC0 license.",https://indexed.xyz,0x888d35cDA7a2E5DF438B75b89e567C6aC6D36Ab9,0xe9cc3a466a922B94d0682B602d6a1f1A7ad49dfE,['DEVELOPER_ECOSYSTEM'],,,,,,
355.0,0xd1dff3d8e1413ab2640763b44af7ef52d8a80f14bb04986f4804574aa71d6dca,Venom & Fang,PROJECT,"Venom is an IR for Vyper, Fang compiles Venom IR to assembly and bytecode.",https://github.com/charles-cooper/venom-design,0x71df067D1d2dF5291278b7C660Fd37d9b6272b4C,0xAbfA48BCc0F96Fc70be7a4156b0a74Ea350167fD,['OP_STACK'],,,,,,
356.0,0x74bb2fd6c1dacf0d3556a80af369e620df5ee6f348a8435b0b977064c79bc50d,EIP Fun,PROJECT,"Serve EIP builders, and scale Ethereum.",https://eip.fun/,0xEe972E35311F65e6fD8F6ea7228Bf388B53e1D4a,0xEe972E35311F65e6fD8F6ea7228Bf388B53e1D4a,['DEVELOPER_ECOSYSTEM'],0.0,27500.0,0.0,0.0,0.0,0.0
357.0,0x653d55ee03bdd6efb8c8cf7434f6c98fd3741bb5dbbc678d021365adfd9dce23,Revert,PROJECT,Actionable analytics for Liquidity Providers (LPs) in AMM protocols ,https://revert.finance,0x8cadb20A4811f363Dadb863A190708bEd26245F8,0x8cadb20a4811f363dadb863a190708bed26245f8,['END_USER_EXPERIENCE_AND_ADOPTION'],240000.0,0.0,0.0,0.0,0.0,0.0
358.0,0xde75c1d79d53e7864eca485bd594741b745f36cdafdc272cc7809407acb409db,Lodestar,PROJECT,Lodestar is a Typescript ecosystem for Ethereum consensus developed by ChainSafe,https://lodestar.chainsafe.io,0xDaDd7c883288Cfe2E257B0A361865E5e9349808b,0xc8F9f8C913d6fF031c65e3bF7c7a51Ad1f3a86E5,"['COLLECTIVE_GOVERNANCE', 'OP_STACK']",0.0,768000.0,0.0,0.0,79662.51,71685.0
359.0,0xa2f3c16259f6eec775914f44a084ab251d93bfd7d109956b5a0b220edd1acd9a,Antoine,PROJECT,Ethernal is a block explorer for EVM-based chains,https://www.tryethernal.com,0x1bF85ED48fcda98e2c7d08E4F2A8083fb18792AA,0x1bF85ED48fcda98e2c7d08E4F2A8083fb18792AA,['DEVELOPER_ECOSYSTEM'],0.0,0.0,0.0,0.0,0.0,2000.0
360.0,0xa0ef6246d5c1dc17417db2b0f2b0b3aa3113f9c6df5920e93ac1e0c639a5bd1e,Revoke.cash,PROJECT,Revoke.cash is a token approvals dashboard and browser extension to stay safe.,https://revoke.cash,0xe126b3E5d052f1F575828f61fEBA4f4f2603652a,0xfcBf17200C64E860F6639aa12B525015d115F863,['END_USER_EXPERIENCE_AND_ADOPTION'],0.0,115000.0,0.0,3667.0,73500.0,0.0
361.0,0x825391e7c04751be3c9a8971ec57d1a1e9fba7f12df9e78046d3a4646b096dd9,NiceNode,PROJECT,"Run a node at home, the easy way",https://nicenode.xyz,0x9cce47E9cF12C6147c9844adBB81fE85880c4df4,0x9cce47E9cF12C6147c9844adBB81fE85880c4df4,['OP_STACK'],0.0,110000.0,0.0,0.0,21521.52,0.0
362.0,0xc6cbf9c5e892a9fdbdf109e6bfab5af0c1b584bcd2d6c40d677549942c315df5,r72.fi,INDIVIDUAL,https://r72.fi/,https://r72.fi/,0x25030765Ba9c22D96094B7E67793A189259Ce38D,0x25030765Ba9c22D96094B7E67793A189259Ce38D,"['DEVELOPER_ECOSYSTEM', 'END_USER_EXPERIENCE_AND_ADOPTION']",0.0,1.0,0.0,0.0,0.0,0.0
363.0,0x31588517386990050541aed3f6d4d5a370e30fcd5bf622886c1955ffc9565f52,Hardhat,PROJECT,Hardhat is a development environment to build and deploy your Ethereum software,https://hardhat.org/,0x329Ee91AE6A0A28a0a2B729B80adC50855ceE2d2,0xBFFF244f4f76F5F983e320f1D4708A7c91E7d3d2,"['DEVELOPER_ECOSYSTEM', 'OP_STACK']",,,,,,
364.0,0x2048682adffcfd98f2b36de8721e68269dca7d4e7b1d73002c3f2fb2566e5c90,OptimismGuru,PROJECT,"Insightful Content, Latest News and Analytics for the #Optimism $OP Community! ",https://twitter.com/GuruOptimism,0x3745c2468ab08e2038689f508C78d682864Aa72b,0x7efd363be2dfbbec8d49c90921ec73a569106831,"['END_USER_EXPERIENCE_AND_ADOPTION', 'OP_STACK']",0.0,0.0,0.0,0.0,2144.0,0.0
365.0,0x257a1cd3636dacb61acfaf682f07d3753453246858145ba32c5de11284bd9c5a,RadicalxChange Foundation,PROJECT,RadicalxChange Foundation is a nonprofit seeking to improve basic institutions.,https://radicalxchange.org,0x3945D766185E2264900C84faC10958B3619C2bD4,0x3945d766185e2264900c84fac10958b3619c2bd4,"['COLLECTIVE_GOVERNANCE', 'DEVELOPER_ECOSYSTEM']",0.0,0.0,0.0,0.0,70988.29,0.0
366.0,0x5e11cabdb73600171d8fc02a26c7c2c571d46db0988690efb842ba0ce3b77e99,supernova,INDIVIDUAL,OS Builder on Ethereum,https://www.supernovahs.xyz/,0x1b37B1EC6B7faaCbB9AddCCA4043824F36Fb88D8,0x1b37B1EC6B7faaCbB9AddCCA4043824F36Fb88D8,"['DEVELOPER_ECOSYSTEM', 'OP_STACK']",,,,,,
367.0,0x6f6e00c81aeb5d79b12ca07b1e301e64da9d17be6300d9d7f5008ceefdeac7ca,GasHawk,PROJECT,GasHawk saves users and institutions up to 95% on transaction fees.,https://gashawk.io/,0xC1FDB60CFB2FbbD6EDc9b445D9B508Da2dBF2c9b,0x44F00C29a0b8514D017ac20fBDb0AA5078b860cE,"['DEVELOPER_ECOSYSTEM', 'END_USER_EXPERIENCE_AND_ADOPTION', 'OP_STACK']",40000.0,0.0,0.0,0.0,10535.97,0.0
368.0,0x904fafc79d5a1e200399edc47fbe95e69530075f8a699866ff7ccbd3f5567cb7,zenbit.eth,PROJECT,Digital Laboratory building public goods for cities,https://zenbit.mx,0xeCB4C1245665e8A1F43826355aaB0Dd6bF336e05,0x111D456edA93461D831cEA8A1598293e12B98393,"['DEVELOPER_ECOSYSTEM', 'END_USER_EXPERIENCE_AND_ADOPTION']",0.0,90576.82,0.0,0.0,0.0,0.0
369.0,0x72c4197430710848de6ad973ca7fe8a7e680174298608189a399222bc195b662,RareSkills Book of Zero Knowledge Proofs,PROJECT,The RareSkills Book of Zero Knowledge is a free code-oriented course in ZK.,https://www.rareskills.io/zk-proofs,0x2CbC7aeBfaf07f6Ba1E2B40032228d0b0B919f8F,0x2CbC7aeBfaf07f6Ba1E2B40032228d0b0B919f8F,['DEVELOPER_ECOSYSTEM'],0.0,0.0,0.0,0.0,8449.31,0.0
370.0,0xa41c1671630bb1c1474b3ec7fecf4fc13f3bb292d29620a83878dfcd66ed4006,TypeChain / DethCode,PROJECT,TypeScript bindings for Ethereum smart contracts,https://github.com/dethcrypto/TypeChain,0xb41c548387CF11dC6553CD134C76754D5820EBe1,0x4d2F0Efdb2AD1d709d8522E7b5aa9f5181563617,['DEVELOPER_ECOSYSTEM'],0.0,0.0,0.0,0.0,4493867.0,0.0
371.0,0x29a3d9a092906a2b2cbe6e979b3d56f3a88047a9b2b5647ed8f8d40783cd5edf,EthStaker,PROJECT,"We creates guides, instructional videos, and technical support about staking.",https://ethstaker.cc,0xD165df4296C85e780509fa1eace0150d945d49Fd,0xD165df4296C85e780509fa1eace0150d945d49Fd,['END_USER_EXPERIENCE_AND_ADOPTION'],,,,,,
372.0,0xf780b4a39ea9529b9e7af1638c816801ce89cf06e93dd6d66ea383fb3ed263f0,Department of Decentralization,PROJECT,"Collective of people from Berlin: Protocol Berg, Goerli Testnet.",https://dod.ngo,0x59cc3Fc56B8B2988F259EC1E6f3446907130f728,0x59cc3Fc56B8B2988F259EC1E6f3446907130f728,"['DEVELOPER_ECOSYSTEM', 'END_USER_EXPERIENCE_AND_ADOPTION', 'OP_STACK']",0.0,20000.0,0.0,0.0,143507.74,0.0
373.0,0xd34b4064a58bb43e3e537d449351804c9a57dc0a1b262face17a73c367152843,ruslanklinkov,INDIVIDUAL,"Optimism super ambassador, cryptoenthusiast, YouTube and Telegram blogger",https://twitter.com/ruslan_klinkov,0xC3e8aC233f02d13C1E299e47aE230C205E0177Ed,0xC3e8aC233f02d13C1E299e47aE230C205E0177Ed,"['COLLECTIVE_GOVERNANCE', 'END_USER_EXPERIENCE_AND_ADOPTION']",0.0,0.0,0.0,0.0,2173.98,0.0
374.0,0xefa725b7cc2edfa6b591a2dedbfc35be2520858d4b8df32a33f731c2d1ca8be1,Bankless Japan,PROJECT,Bankless Japan aims to onboard Japanese into crypto via media and education. ,https://banklessjp.substack.com/,0xf7AF3dBf13634E3458174F6857c5468abBFbB222,0xf7AF3dBf13634E3458174F6857c5468abBFbB222,['END_USER_EXPERIENCE_AND_ADOPTION'],0.0,1385.67,0.0,0.0,0.0,0.0
375.0,0x5673d6a413d360de74d262487bdb4e70cb357c4d890af9cd62a369b1d858416b,EthereumETL,PROJECT,Facilitating data science on the Ethereum blockchain,https://github.com/blockchain-etl,0x9FD0C742D81B6f08817F3eF11D09Cb4a9f54eE5f,0x04F30466cfaBF4747f19e2B275DE4f0162bAa103,['DEVELOPER_ECOSYSTEM'],0.0,12000.0,0.0,0.0,31044.49,0.0
376.0,0x1d865a703d9c84fa4b5d97f84d399b0a785f64d0ae99716a306e698035412c54,Awesome Optimism,PROJECT,A curated list of awesome resources related to the Optimism ecosystem,https://github.com/lucas-op/awesome-optimism,0x82aCDE34C057B009041B030f34F03a11f50735bf,0x82aCDE34C057B009041B030f34F03a11f50735bf,"['DEVELOPER_ECOSYSTEM', 'END_USER_EXPERIENCE_AND_ADOPTION']",,,,,,
