,Project Name,Grants Season or Mission,Status,Initial delivery date,OP Delivered,OP Total Amount,Intent,Link,Other metadata,html,oso_slug
1242,Renzo Optimism Season 6 Mission Request - Optimism as base for LRTs,Grants Season 6,Sent,2024-09-01 00:00:00,48000.0,120000.0,Intent 3A,https://app.charmverse.io/op-grants/renzo-optimism-season-6-mission-request-optimism-as-base-for-lrts-10206774269051233,"{""Incentive Program Launched?"": ""Growth"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/renzo-optimism-season-6-mission-request-optimism-as-base-for-lrts-10206774269051233"", ""L2 Address"": ""0xdBdfd5b04fc3a19C40f2B12F6Ca29Bd772CCB822""}",charmverse-proposal-renzo-optimism-season-6-mission-request-optimism-as-base-for-lrts-10206774269051233.html,unknown
1243,Sequencer Commitment Games Research,Grants Season 6,Sent to locked Multisig,,,8000.0,Intent 3A,https://app.charmverse.io/op-grants/sequencer-commitment-games-research-7535284832805569,"{""Incentive Program Launched?"": ""Builders"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/sequencer-commitment-games-research-7535284832805569"", ""L2 Address"": ""0xD0035063afF2b6067F5CBC437C2BBB678fc1a5DA""}",charmverse-proposal-sequencer-commitment-games-research-7535284832805569.html,unknown
1244,Super Contributor Cohort,Grants Season 6,Sent to locked Multisig,,,35000.0,Intent 1,https://app.charmverse.io/op-grants/super-contributor-cohort-develop-non-technical-solutions-for-increasin-both-voter-and-token-participation-in-the-dao-5911890577689976,"{""Incentive Program Launched?"": ""Builders"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/super-contributor-cohort-develop-non-technical-solutions-for-increasin-both-voter-and-token-participation-in-the-dao-5911890577689976"", ""L2 Address"": ""0x5eE94B80d60880f25048b61588d8CB23C79AA3Ae""}",charmverse-proposal-super-contributor-cohort-develop-non-technical-solutions-for-increasin-both-voter-and-token-participation-in-the-dao-5911890577689976.html,unknown
1245,Tevm Transaction Simulator,Grants Season 6,Clawed Back ,,,17500.0,Intent 3A,https://app.charmverse.io/op-grants/tevm-transaction-simulator-6671806535225608,"{""Incentive Program Launched?"": ""Builders"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/tevm-transaction-simulator-6671806535225608"", ""L2 Address"": ""0x3bbFE9FF4Af794e074B2729b865a11981128E4ad""}",charmverse-proposal-tevm-transaction-simulator-6671806535225608.html,unknown
1246,WannaBet Weekly Tournaments,Grants Season 6,Sent,2024-09-01 00:00:00,21000.0,35000.0,Intent 3A,https://app.charmverse.io/op-grants/wannabet-weekly-tournaments-6787943309761097,"{""Incentive Program Launched?"": ""Growth"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/wannabet-weekly-tournaments-6787943309761097"", ""L2 Address"": ""0x14e09A1a78950B38Ab3B203cdaa0fCB331B9Ee26""}",charmverse-proposal-wannabet-weekly-tournaments-6787943309761097.html,unknown
1248,Event Horizon Public Access Voter Pool,Grants Season 6,Sent,2024-10-01 00:00:00,6000.0,15000.0,Intent 2,https://app.charmverse.io/op-grants/event-horizon-public-access-voter-pool-415135727941663,"{""Cycle #"": ""Cycle 26"", ""Incentive Program Launched?"": ""Growth"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/event-horizon-public-access-voter-pool-415135727941663"", ""L2 Address"": ""0x5F451dA1b3Ad7bf2845573FccA2808d75065a6f4""}",charmverse-proposal-event-horizon-public-access-voter-pool-415135727941663.html,unknown
1249,Cross chain voting with Snapshot and Herodotus,Grants Season 6,Sent to locked Multisig,2024-10-01 00:00:00,,20000.0,Intent 1,https://app.charmverse.io/op-grants/cross-chain-voting-with-snapshot-and-herodotus-9256437713641799,"{""Incentive Program Launched?"": ""Builders"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/cross-chain-voting-with-snapshot-and-herodotus-9256437713641799"", ""L2 Address"": ""0x3e87e5bce4deb09fee5045ef15e18f873212e6a7""}",charmverse-proposal-cross-chain-voting-with-snapshot-and-herodotus-9256437713641799.html,snapshot-labs
1250,Aragon <> RISC Zero - Joint partnership on crosschain voting,Grants Season 6,Sent to locked Multisig,,,18750.0,Intent 1,https://app.charmverse.io/op-grants/aragon-risc-zero-joint-partnership-on-crosschain-voting-4808601679474991,"{""Incentive Program Launched?"": ""Builders"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/aragon-risc-zero-joint-partnership-on-crosschain-voting-4808601679474991"", ""L2 Address"": ""0xD6B270DFEE268B452c86251Fd7e12Db8dE9200FB""}",charmverse-proposal-aragon-risc-zero-joint-partnership-on-crosschain-voting-4808601679474991.html,aragon
1251,Aragon <> RISC Zero - Joint partnership on crosschain voting,Grants Season 6,Sent,2024-09-01 00:00:00,500.0,1250.0,Intent 1,https://app.charmverse.io/op-grants/aragon-risc-zero-joint-partnership-on-crosschain-voting-4808601679474991,"{""Incentive Program Launched?"": ""Growth"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/aragon-risc-zero-joint-partnership-on-crosschain-voting-4808601679474991"", ""L2 Address"": ""0xD6B270DFEE268B452c86251Fd7e12Db8dE9200FB""}",charmverse-proposal-aragon-risc-zero-joint-partnership-on-crosschain-voting-4808601679474991.html,aragon
1252,Hedgey application,Grants Season 6,Sent to locked Multisig,,,50000.0,Intent 1,https://app.charmverse.io/op-grants/hedgey-application-7178618046308203,"{""Incentive Program Launched?"": ""Builders"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/hedgey-application-7178618046308203"", ""L2 Address"": ""0x42D55F9c09bbcCc699820cF0AE399f7b2918D07F""}",charmverse-proposal-hedgey-application-7178618046308203.html,hedgey-finance
1253,Boosting LRT adoption with Compound Finance,Grants Season 6,Sent,2024-10-01 00:00:00,120000.0,120000.0,Intent 3A,https://app.charmverse.io/op-grants/boosting-lrt-adoption-with-compound-finance-4302288148086588,"{""Incentive Program Launched?"": ""Growth"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/boosting-lrt-adoption-with-compound-finance-4302288148086588"", ""L2 Address"": ""0xcb54808F5ef6FD88b933C55Dd4f4c365E61828bB""}",charmverse-proposal-boosting-lrt-adoption-with-compound-finance-4302288148086588.html,compound-finance
1254,TLX - Leveraged Tokens Protocol,Grants Season 6,Sent,2024-10-01 00:00:00,50000.0,50000.0,Intent 3A,https://app.charmverse.io/op-grants/tlx-leveraged-tokens-protocol-9777216613723387,"{""Incentive Program Launched?"": ""Growth"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/tlx-leveraged-tokens-protocol-9777216613723387"", ""L2 Address"": ""0x1BcBB33Ff4272c4fE3A00EAa7958953037A3a471""}",charmverse-proposal-tlx-leveraged-tokens-protocol-9777216613723387.html,tlx-protocol
1255,Super Studios-Optimism as a Venture Studio,Grants Season 6,Sent to locked Multisig,,,35000.0,Intent 3A,https://app.charmverse.io/op-grants/super-studios-optimism-as-a-venture-studio-42298528157410686,"{""Incentive Program Launched?"": ""Builders"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/super-studios-optimism-as-a-venture-studio-42298528157410686"", ""L2 Address"": ""0xfAD384709D78fDd8B3Cb557a9943bfaab0a31391""}",charmverse-proposal-super-studios-optimism-as-a-venture-studio-42298528157410686.html,unknown
1256,OETH on OP (1 of 3),Grants Season 6,Sent,2024-12-01 00:00:00,,1586.0,Intent 3A,https://app.charmverse.io/op-grants/oeth-on-op-1-of-3-20714213771547096,"{""Incentive Program Launched?"": ""Builders"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/oeth-on-op-1-of-3-20714213771547096"", ""L2 Address"": ""0x6E3fddab68Bf1EBaf9daCF9F7907c7Bc0951D1dc""}",charmverse-proposal-oeth-on-op-1-of-3-20714213771547096.html,unknown
1257,OETH on OP (2 of 3),Grants Season 6,Sent,2024-12-01 00:00:00,11991.0,29978.0,Intent 3A,https://app.charmverse.io/op-grants/oeth-on-op-2-of-3-07697256675112008,"{""Incentive Program Launched?"": ""Growth"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/oeth-on-op-2-of-3-07697256675112008"", ""L2 Address"": ""0x6E3fddab68Bf1EBaf9daCF9F7907c7Bc0951D1dc""}",charmverse-proposal-oeth-on-op-2-of-3-07697256675112008.html,unknown
1258,Extra Finance S6 Mission Application,Grants Season 6,Sent,2024-09-01 00:00:00,136000.0,136000.0,Intent 3A,https://app.charmverse.io/op-grants/extra-finance-s6-mission-application-9060059472663584,"{""Incentive Program Launched?"": ""Growth"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/extra-finance-s6-mission-application-9060059472663584"", ""L2 Address"": ""0xb04a484387a7242339da615a63d2d49d8968aada""}",charmverse-proposal-extra-finance-s6-mission-application-9060059472663584.html,extra-finance
1259,Let's Get HAI,Grants Season 6,Sent,2024-09-01 00:00:00,115000.0,115000.0,Intent 3A,https://app.charmverse.io/op-grants/let-s-get-hai-7100512325516011,"{""Incentive Program Launched?"": ""Growth"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/let-s-get-hai-7100512325516011"", ""L2 Address"": ""0x2d13aC7AD45Fd3B0d146C8C9e508Aa0443123525""}",charmverse-proposal-let-s-get-hai-7100512325516011.html,hai-on-op
1260,Fraxtal Application,Grants Season 6,Sent,2024-09-01 00:00:00,100000.0,100000.0,Intent 3B,https://app.charmverse.io/op-grants/fraxtal-application-2593578457179595,"{""Incentive Program Launched?"": ""Builders"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/fraxtal-application-2593578457179595"", ""L2 Address"": ""0x0dF840dCbf1229262A4125C1fc559bd338eC9491""}",charmverse-proposal-fraxtal-application-2593578457179595.html,fraxfinance
1261,Fraxtal Application,Grants Season 6,Sent,2024-09-01 00:00:00,900000.0,900000.0,Intent 3B,https://app.charmverse.io/op-grants/fraxtal-application-2593578457179595,"{""Incentive Program Launched?"": ""Growth"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/fraxtal-application-2593578457179595"", ""L2 Address"": ""0x0dF840dCbf1229262A4125C1fc559bd338eC9491""}",charmverse-proposal-fraxtal-application-2593578457179595.html,fraxfinance
1262,Derive (Formerly Lyra) Chain - Intent 3B,Grants Season 6,Sent,2024-09-01 00:00:00,100000.0,100000.0,Intent 3B,https://app.charmverse.io/op-grants/lyra-chain-intent-3b-9106030612947877,"{""Incentive Program Launched?"": ""Builders"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/lyra-chain-intent-3b-9106030612947877"", ""L2 Address"": ""0xd4c00fe7657791c2a43025de483f05e49a5f76a6""}",charmverse-proposal-lyra-chain-intent-3b-9106030612947877.html,derivexyz
1263,Derive (Formerly Lyra) Chain - Intent 3B,Grants Season 6,Sent,2024-09-01 00:00:00,400000.0,400000.0,Intent 3B,https://app.charmverse.io/op-grants/lyra-chain-intent-3b-9106030612947877,"{""Incentive Program Launched?"": ""Growth"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/lyra-chain-intent-3b-9106030612947877"", ""L2 Address"": ""0xd4c00fe7657791c2a43025de483f05e49a5f76a6""}",charmverse-proposal-lyra-chain-intent-3b-9106030612947877.html,derivexyz
1270,Gitcoin: OG-C,Grants Season 6,Sent to locked Multisig,2024-10-01 00:00:00,,42000.0,Intent 1,https://app.charmverse.io/op-grants/gitcoin-og-c-7068876388885614,"{""Cycle #"": ""Cycle 27"", ""Incentive Program Launched?"": ""Builders"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/gitcoin-og-c-7068876388885614"", ""L2 Address"": ""optimism.gitcoin.eth""}",charmverse-proposal-gitcoin-og-c-7068876388885614.html,gitcoin
1271,Yield Bearing asset utility with Compound,Grants Season 6,Sent,2024-10-01 00:00:00,180000.0,180000.0,Intent 3A,https://app.charmverse.io/op-grants/yield-bearing-asset-utility-with-compound-5258253943922393,"{""Incentive Program Launched?"": ""Growth"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/yield-bearing-asset-utility-with-compound-5258253943922393"", ""L2 Address"": ""0xcb54808F5ef6FD88b933C55Dd4f4c365E61828bB""}",charmverse-proposal-yield-bearing-asset-utility-with-compound-5258253943922393.html,compound-finance
1272,Beefy - mooBIFI,Grants Season 6,Sent,2024-10-01 00:00:00,28000.0,70000.0,Intent 3A,https://app.charmverse.io/op-grants/beefy-moobifi-6114661844871652,"{""Incentive Program Launched?"": ""Growth"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/beefy-moobifi-6114661844871652"", ""L2 Address"": ""0x4ABa01FB8E1f6BFE80c56Deb367f19F35Df0f4aE""}",charmverse-proposal-beefy-moobifi-6114661844871652.html,beefy-finance
1273,Superproof - the first open source fault proof explorer,Grants Season 6,Sent to locked Multisig,2024-10-01 00:00:00,,50000.0,Intent 3A,https://app.charmverse.io/op-grants/superproof-the-first-open-source-fault-proof-explorer-7105947576259402,"{""Incentive Program Launched?"": ""Builders"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/superproof-the-first-open-source-fault-proof-explorer-7105947576259402"", ""L2 Address"": ""0xc7555C2946BF370922f943fC43CC45b48d17C672""}",charmverse-proposal-superproof-the-first-open-source-fault-proof-explorer-7105947576259402.html,unknown
1274,Kontrol Dev Tooling Grant,Grants Season 6,Sent to locked Multisig,2024-10-01 00:00:00,,50000.0,Intent 3A,https://app.charmverse.io/op-grants/kontrol-dev-tooling-grant-902137607415239,"{""Incentive Program Launched?"": ""Builders"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/kontrol-dev-tooling-grant-902137607415239"", ""L2 Address"": ""0xA3250Ab6292F2aAe7DE2DE5dC46Ba0D24dcf699E""}",charmverse-proposal-kontrol-dev-tooling-grant-902137607415239.html,runtimeverification
1275,Token Resurrection,Grants Season 6,Sent to locked Multisig,2024-10-01 00:00:00,,2500.0,Intent 3A,https://app.charmverse.io/op-grants/token-resurrection-004187197049773106,"{""Incentive Program Launched?"": ""Builders"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/token-resurrection-004187197049773106"", ""L2 Address"": ""0xF3607c611649f43a0478Ad09E8A3CAc2D0d82B89""}",charmverse-proposal-token-resurrection-004187197049773106.html,unknown
1276,Farcaster Social Graph & Frame for Governance Participation,Grants Season 6,Sent to locked Multisig,2024-10-01 00:00:00,,2500.0,Intent 3A,https://app.charmverse.io/op-grants/farcaster-social-graph-frame-for-governance-participation-794913703862342,"{""Incentive Program Launched?"": ""Builders"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/farcaster-social-graph-frame-for-governance-participation-794913703862342"", ""L2 Address"": ""0x6EdA5aCafF7F5964E1EcC3FD61C62570C186cA0C""}",charmverse-proposal-farcaster-social-graph-frame-for-governance-participation-794913703862342.html,farcasterxyz
1277,Enable High-Frequency Execution Across the Superchain,Grants Season 6,Sent,2024-12-01 00:00:00,1000.0,2500.0,Intent 3A,https://app.charmverse.io/op-grants/mission-application-enable-high-frequency-execution-across-the-superchain-18406669427164446,"{""Incentive Program Launched?"": ""Growth"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/mission-application-enable-high-frequency-execution-across-the-superchain-18406669427164446"", ""L2 Address"": ""0xA25c582874f984Dd58f729eF970922A3691a1C69""}",charmverse-proposal-mission-application-enable-high-frequency-execution-across-the-superchain-18406669427164446.html,unknown
1278,Swan Superchain Application,Grants Season 6,Sent,2024-10-01 00:00:00,250000.0,250000.0,Intent 3B,https://app.charmverse.io/op-grants/swan-superchain-application-2116176655047597,"{""Incentive Program Launched?"": ""Builders"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/swan-superchain-application-2116176655047597"", ""L2 Address"": ""0xe945D527De9c5121EdA9cF48e23CDF691894D4c0""}",charmverse-proposal-swan-superchain-application-2116176655047597.html,unknown
1279,Swan Superchain Application,Grants Season 6,Sent,2024-10-01 00:00:00,250000.0,250000.0,Intent 3B,https://app.charmverse.io/op-grants/swan-superchain-application-2116176655047597,"{""Incentive Program Launched?"": ""Growth"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/swan-superchain-application-2116176655047597"", ""L2 Address"": ""0xe945D527De9c5121EdA9cF48e23CDF691894D4c0""}",charmverse-proposal-swan-superchain-application-2116176655047597.html,unknown
1280,Grow the Superchain economy by incentivizing DeFi builders on Base,Grants Season 6,Passed,,,3000000.0,Intent 3B,https://app.charmverse.io/op-grants/grow-the-superchain-economy-by-incentivizing-defi-builders-on-base-19840544427340534,"{""Incentive Program Launched?"": ""Builders"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/grow-the-superchain-economy-by-incentivizing-defi-builders-on-base-19840544427340534"", ""L2 Address"": ""0xA464887d54417B59be58103d05bDe8c194107F01""}",charmverse-proposal-grow-the-superchain-economy-by-incentivizing-defi-builders-on-base-19840544427340534.html,unknown
1281,Cyber,Grants Season 6,Sent,2024-11-01 00:00:00,125000.0,125000.0,Intent 3B,https://app.charmverse.io/op-grants/cyber-8839404063326592,"{""Incentive Program Launched?"": ""Builders"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/cyber-8839404063326592"", ""L2 Address"": ""0xde5990625c5b70b6af6d6991f17abfc8c27acc72""}",charmverse-proposal-cyber-8839404063326592.html,cyberconnecthq
1282,Cyber,Grants Season 6,Sent,2024-11-01 00:00:00,375000.0,375000.0,Intent 3B,https://app.charmverse.io/op-grants/cyber-8839404063326592,"{""Incentive Program Launched?"": ""Growth"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/cyber-8839404063326592"", ""L2 Address"": ""0xde5990625c5b70b6af6d6991f17abfc8c27acc72""}",charmverse-proposal-cyber-8839404063326592.html,cyberconnecthq
1283,Redstone Chain Grants Program Application,Grants Season 6,Sent,2024-10-01 00:00:00,500000.0,500000.0,Intent 3B,https://app.charmverse.io/op-grants/redstone-chain-grants-program-application-8502083484866185,"{""Incentive Program Launched?"": ""Builders"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/redstone-chain-grants-program-application-8502083484866185"", ""L2 Address"": ""0x85F042a88A0A7697e7Eb2ae6AC0AB23252042e06""}",charmverse-proposal-redstone-chain-grants-program-application-8502083484866185.html,latticexyz
1284,Mode,Grants Season 6,Sent,2024-10-01 00:00:00,100000.0,100000.0,Intent 3B,https://app.charmverse.io/op-grants/mode-8040250934164535,"{""Incentive Program Launched?"": ""Builders"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/mode-8040250934164535"", ""L2 Address"": ""0xbe7946B7988a6556CFB78258592350e706786d36""}",charmverse-proposal-mode-8040250934164535.html,unknown
1285,Mode,Grants Season 6,Sent,2024-10-01 00:00:00,900000.0,900000.0,Intent 3B,https://app.charmverse.io/op-grants/mode-8040250934164535,"{""Incentive Program Launched?"": ""Growth"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/mode-8040250934164535"", ""L2 Address"": ""0xbe7946B7988a6556CFB78258592350e706786d36""}",charmverse-proposal-mode-8040250934164535.html,unknown
1286,Lisk - Intent 3B Grant Application,Grants Season 6,Sent,2024-10-01 00:00:00,500000.0,500000.0,Intent 3B,https://app.charmverse.io/op-grants/lisk-intent-3b-grant-application-2607178917235111,"{""Incentive Program Launched?"": ""Growth"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/lisk-intent-3b-grant-application-2607178917235111"", ""L2 Address"": ""0xDe79e22b1b0b02CDbFF3325bfB62dbcF1e65Ca19""}",charmverse-proposal-lisk-intent-3b-grant-application-2607178917235111.html,unknown
1292,Trail of Bits Audit Request for SuperBridge,Grants Season 6,Sent to locked Multisig,2025-01-01 00:00:00,,72483.0,Intent 3A,https://app.charmverse.io/op-grants/trail-of-bits-audit-request-for-superbridge-5699337564876306,"{""Incentive Program Launched?"": ""Builders"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/trail-of-bits-audit-request-for-superbridge-5699337564876306"", ""L2 Address"": ""provided-upon-acceptance""}",charmverse-proposal-trail-of-bits-audit-request-for-superbridge-5699337564876306.html,unknown
1295,DelegateMatch: Governance incentives for a delegation Farcaster frame.,Grants Season 6,Sent,2024-10-01 00:00:00,1000.0,2500.0,Intent 3A,https://app.charmverse.io/op-grants/delegatematch-governance-incentives-for-a-delegation-farcaster-frame-7247453561607329,"{""Cycle #"": ""Cycle 28"", ""Incentive Program Launched?"": ""Growth"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/delegatematch-governance-incentives-for-a-delegation-farcaster-frame-7247453561607329"", ""L2 Address"": ""0xE40714459D9493994BE025F04afc38D2BCF42f8E""}",charmverse-proposal-delegatematch-governance-incentives-for-a-delegation-farcaster-frame-7247453561607329.html,unknown
1296,Gaming Infra in the Superchain,Grants Season 6,Sent to locked Multisig,,,75000.0,Intent 3A,https://app.charmverse.io/op-grants/gaming-infra-in-the-superchain-7368821385996498,"{""Incentive Program Launched?"": ""Builders"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/gaming-infra-in-the-superchain-7368821385996498"", ""L2 Address"": ""0xBDF2c87B28124eA08ca8e63569f4eec4D7968E18""}",charmverse-proposal-gaming-infra-in-the-superchain-7368821385996498.html,third-web
1297,Scout Game: onchain gamified talent referral platform,Grants Season 6,Sent,2024-10-01 00:00:00,20000.0,20000.0,Intent 3A,https://app.charmverse.io/op-grants/scout-game-onchain-gamified-talent-referral-platform-1895533757313108,"{""Incentive Program Launched?"": ""Growth"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/scout-game-onchain-gamified-talent-referral-platform-1895533757313108"", ""L2 Address"": ""0x93326D53d1E8EBf0af1Ff1B233c46C67c96e4d8D""}",charmverse-proposal-scout-game-onchain-gamified-talent-referral-platform-1895533757313108.html,unknown
1298,OETH on OP 4,Grants Season 6,Sent,2024-12-01 00:00:00,11991.0,29978.0,Intent 3A,https://app.charmverse.io/op-grants/oeth-on-op-4-3939994257661674,"{""Incentive Program Launched?"": ""Growth"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/oeth-on-op-4-3939994257661674"", ""L2 Address"": ""0x6E3fddab68Bf1EBaf9daCF9F7907c7Bc0951D1dc""}",charmverse-proposal-oeth-on-op-4-3939994257661674.html,unknown
1299,Contango ,Grants Season 6,Sent,2024-11-01 00:00:00,100000.0,100000.0,Intent 3A,https://app.charmverse.io/op-grants/contango-715168209147812,"{""Incentive Program Launched?"": ""Growth"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/contango-715168209147812"", ""L2 Address"": ""0x6a189E0E8d3b6B0455DC49e81cC0df33904AF9E8""}",charmverse-proposal-contango-715168209147812.html,unknown
1300,Velodrome Finance,Grants Season 6,Sent,2024-10-01 00:00:00,200000.0,200000.0,Intent 3A,https://app.charmverse.io/op-grants/velodrome-finance-17955229174251075,"{""Incentive Program Launched?"": ""Growth"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/velodrome-finance-17955229174251075"", ""L2 Address"": ""0x3b5a0Fc12f8fd8B26d251F28258D1d172F930f8A""}",charmverse-proposal-velodrome-finance-17955229174251075.html,
1301,Uniswap: YBA Grant,Grants Season 6,Sent,2024-10-01 00:00:00,180000.0,180000.0,Intent 3A,https://app.charmverse.io/op-grants/uniswap-yba-grant-4104398903684521,"{""Incentive Program Launched?"": ""Growth"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/uniswap-yba-grant-4104398903684521"", ""L2 Address"": ""0x1026D3D219098D7b1B0A180F7E557DEeA7DA82C1""}",charmverse-proposal-uniswap-yba-grant-4104398903684521.html,uniswap
1302,Uniswap: LRT Grant,Grants Season 6,Sent,2024-10-01 00:00:00,120000.0,120000.0,Intent 3A,https://app.charmverse.io/op-grants/uniswap-lrt-grant-17738920278366765,"{""Incentive Program Launched?"": ""Growth"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/uniswap-lrt-grant-17738920278366765"", ""L2 Address"": ""0x1026D3D219098D7b1B0A180F7E557DEeA7DA82C1""}",charmverse-proposal-uniswap-lrt-grant-17738920278366765.html,uniswap
1303,Mint Blockchain- grow the Superchain NFT economy,Grants Season 6,Sent,2024-11-01 00:00:00,500000.0,500000.0,Intent 3B,https://app.charmverse.io/op-grants/mint-blockchain-grow-the-superchain-nft-economy-8452774737107762,"{""Incentive Program Launched?"": ""Builders"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/mint-blockchain-grow-the-superchain-nft-economy-8452774737107762"", ""L2 Address"": ""0x93d2118bdd8B5e243020F01a1391B2e3CB137a56""}",charmverse-proposal-mint-blockchain-grow-the-superchain-nft-economy-8452774737107762.html,unknown
1304,Mint Blockchain- grow the Superchain NFT economy,Grants Season 6,Sent,2024-11-01 00:00:00,250000.0,250000.0,Intent 3B,https://app.charmverse.io/op-grants/mint-blockchain-grow-the-superchain-nft-economy-8452774737107762,"{""Incentive Program Launched?"": ""Growth"", ""Proposal Link"": ""https://app.charmverse.io/op-grants/mint-blockchain-grow-the-superchain-nft-economy-8452774737107762"", ""L2 Address"": ""0x93d2118bdd8B5e243020F01a1391B2e3CB137a56""}",charmverse-proposal-mint-blockchain-grow-the-superchain-nft-economy-8452774737107762.html,unknown
1307,Idle - Credit Vaults III,Grants Season 6,Sent,2024-11-01 00:00:00,56000.0,140000.0,Intent 3A,https://app.charmverse.io/op-grants/idle-credit-vaults-iii-981117297217641,"{""Cycle #"": ""Cycle 29"", ""Incentive Program Launched?"": ""Growth"", ""L2 Address"": ""0xFDbB4d606C199F091143BD604C85c191a526fbd0""}",charmverse-proposal-idle-credit-vaults-iii-981117297217641.html,idle-finance
1308,dForce on OP (Resubmission II),Grants Season 6,Sent,2024-12-01 00:00:00,70000.0,70000.0,Intent 3A,https://app.charmverse.io/op-grants/dforce-on-op-resubmission-ii-557631925628695,"{""Incentive Program Launched?"": ""Growth"", ""L2 Address"": ""0xF89E24BaD60D78386a5Fe6B6c897dd4d88A9Ed70""}",charmverse-proposal-dforce-on-op-resubmission-ii-557631925628695.html,dforce-network
1309,Alchemix Grant Request,Grants Season 6,Sent,2024-12-01 00:00:00,50000.0,50000.0,Intent 3A,https://app.charmverse.io/op-grants/alchemix-grant-request-90710470226371,"{""Incentive Program Launched?"": ""Growth"", ""L2 Address"": ""0x8cca517370CBfc33CC9810bfC7440832C47D251C""}",charmverse-proposal-alchemix-grant-request-90710470226371.html,alchemix
1310,Solidity (Remix-like) VS Code extension,Grants Season 6,Sent to locked Multisig,2025-01-01 00:00:00,,15000.0,Intent 3A,https://app.charmverse.io/op-grants/solidity-remix-like-vs-code-extension-23581049989811853,"{""Incentive Program Launched?"": ""Builders"", ""L2 Address"": ""0x4c7519b96A0cF82892Bc73404Bcf132590e27F25""}",charmverse-proposal-solidity-remix-like-vs-code-extension-23581049989811853.html,remix-ethereum
1311,Syntra,Grants Season 6,Sent to locked Multisig,2024-12-01 00:00:00,,2500.0,Intent 3A,https://app.charmverse.io/op-grants/syntra-11129652281337798,"{""Incentive Program Launched?"": ""Builders"", ""L2 Address"": ""0xb407fc7fea122c280e073f5dfb820c224a5e338f""}",charmverse-proposal-syntra-11129652281337798.html,voteagora
1312,Toros Finance,Grants Season 6,Sent,2024-11-01 00:00:00,20000.0,50000.0,Intent 3A,https://app.charmverse.io/op-grants/toros-finance-24562712361559202,"{""Incentive Program Launched?"": ""Growth"", ""L2 Address"": ""0xDc1F5b81EeC7E6391Aeb6C8e5A2000D3A9AA8e6d""}",charmverse-proposal-toros-finance-24562712361559202.html,d-hedge
1313,Strands,Grants Season 6,Sent,2024-12-01 00:00:00,50000.0,50000.0,Intent 3A,https://app.charmverse.io/op-grants/strands-22002497038881574,"{""Incentive Program Launched?"": ""Growth"", ""L2 Address"": ""0xB6B9E9e56AB5a4AF927faa802ac93786352f3af9""}",charmverse-proposal-strands-22002497038881574.html,unknown
