ID,ContributionsCount,ProjectPayoutAddress,ApplicationId,ProjectId,MatchPoolPercentage,ProjectName,MatchAmountInTokenHex,MatchAmountInToken,OriginalMatchAmountInTokenHex,OriginalMatchAmountInToken,Index,ChainId,RoundKey,MatchAmountUSD,OriginalMatchAmountUSD,RoundId
1218,14,0xec8E47e050A122970CBB4bAf44413f3f070b543D,115,0xc05edb8647212bbdbb2db8c6ebe528d30d58dfc9dd20087cb466cd89b522cb74,0.00189,Decentralizing Journalism to Restore Public Trust,0x147eaecd0cf98c9af5,378063340424527649525,0x1900816c32329d090f,461205031077587781903,71,1,157,377.8873842467568,460.9903795476458,0xAA40E2E5c8df03d792A52B5458959C320F86ca18
1219,14,0xD164AF956E0f34Be07a86752fe43AE788F647531,62,0xfd0cf02e2c2b30ff1f1c0dec4cf916bbe39b81202dde29e5891a038db56ef64b,0.002439,Ethereum Colombia DAO,0x1a743b112be6449f47,487990652728718434119,0x18d6892b549e9d9726,458180792607393552166,72,1,157,487.7635347808486,457.9675486020248,0xAA40E2E5c8df03d792A52B5458959C320F86ca18
1220,10,0x0D14C5A5Cc0C7A28BD8a161E4869879dd2A41db7,96,0xca4372a3d0ab4156dd8c4c5cf1fb64a6c220ffc33700193057bd86932c5acbd2,0.002334,Chinwags: Focused Retreats for Web3 Builders,0x19503bc0913e776933,466950028119449758003,0x185d269fcce399b193,449434085766012187027,73,1,157,466.7327027843204,449.224912605233,0xAA40E2E5c8df03d792A52B5458959C320F86ca18
1221,14,0xF44e96Fe4e3214958dD33C04Af64da3a89e7E949,280,0x2914e218020fa4b314c973bc4dd351276edeea6a0f4f0a5ce291d5554612f314,0.001856,Metapro Academy - Women Scholarship Program,0x14217a1fd317f8bbcd,371347157016102091725,0x17c65e7166d8413e7a,438569100649168977530,74,1,157,371.1743266477801,438.3649842105003,0xAA40E2E5c8df03d792A52B5458959C320F86ca18
1222,8,0x81Bbc5E83901CA95bb85e3D1916D04D434e7f2bD,116,0x33f99ab46fef5cc3e9dd080f68b059afcfe2608579d3476286a7eae6ad2bc938,0.001807,DWeb Fellowship Fund,0x1399a875c618ea9ef0,361560366578053848816,0x1770e2bec8b4cc0fd8,432409387341540233176,75,1,157,361.3920911243559,432.2081377230414,0xAA40E2E5c8df03d792A52B5458959C320F86ca18
1223,10,0xeD6721efb825550b22432914BE33208047285457,214,0xf7f5ee1fdad08362a533a0f061e9327448739e06eac0e2e2153ccb582a4d5435,0.003021,Wild Sherpas DAO,0x20c336c686fb2789f8,604362459127885564408,0x170face3eebb5886ed,425404641916367701741,76,1,157,604.0811800486263,425.2066524082775,0xAA40E2E5c8df03d792A52B5458959C320F86ca18
1224,3,0x40062b00965f2FB206c911E1cB4BD0E583c47af9,267,0x4d2fdbf07fdba0e8423650952abea23ad7ce7a317de308458eb4d45ded05611b,0.004485,DeFi Toronto,0x30a08570b640f0e24b,897010490684105351755,0x161aa0644d8d936255,407747013347120472661,77,1,157,896.5930089542347,407.5572419562063,0xAA40E2E5c8df03d792A52B5458959C320F86ca18
1227,11,0xB79F0156573A54e852fB9Ac7b5Bc6250B33405a0,150,0x5d5f98f36c5d793059f5e01762d8b24aef15fe49c09cf60721aa9e8205841fe6,0.002297,Web3ForGood,0x18e934cb913d1e1121,459526137703311479073,0x111c6d40ee1d2f921b,315643014050021872155,80,1,157,459.3122675547663,315.4961092000834,0xAA40E2E5c8df03d792A52B5458959C320F86ca18
1228,6,0x8EFEF51d19EF3844C00076ab9d02847B9C70f94A,249,0xe1915c679b266e5d476363da59b82822936e1621ab93d90f93d44ea8728f391c,0.002326,Pentacle,0x1939a00af4afa5f9bf,465320932745209575871,0x10f03ea239f4375fcd,312459357566805696461,81,1,157,465.1043656147635,312.3139344369025,0xAA40E2E5c8df03d792A52B5458959C320F86ca18
1229,14,0xA40ba205ADD80C214eC7A710E790A54D738c4c27,70,0x5d79092725d85663a135c9841b6c8445f20132ee25951593602f9faebfe34545,0.001548,40acres DAO,0x10cb4479ba7f8c5bf8,309794870909379304440,0x109b4951814f73d23f,306337469544357155391,82,1,157,309.6506878703229,306.1948956301858,0xAA40E2E5c8df03d792A52B5458959C320F86ca18
1230,11,0x47B074200508Afd4818142ceF8d137093Bae179F,160,0x5ac80c22ed0133e6fa3231b00ede08c467df616fc36e59f5171eb580cf707763,0.002472,ETHChile: An emerging and growing community,0x1acfb8fd90e84b81b5,494583338076828565941,0x105f5fbd1b9aa58358,302020324661999797080,83,1,157,494.3531517973035,301.879760009852,0xAA40E2E5c8df03d792A52B5458959C320F86ca18
1231,9,0xbd0CcE3FeFB1848aF6db5f9523945862DA2bDd7c,217,0x9a0d6919af8de31ae7ef08e412780491cbee89e89456a94031ab7ab3223a45e5,0.003198,Camp Decentral,0x22ae0b3ef796c806a0,639730485326575568544,0x0fc39f69248b300540,290797262070011135296,84,1,157,639.4327454534762,290.6619207944391,0xAA40E2E5c8df03d792A52B5458959C320F86ca18
1232,12,0x64FeD9e56B548343E7bb47c49ecd7FFa9f1A34FE,21,0xcb88cd311dc9d46b62b3ce8c9f3f6920fb5f6479f413a078275c5a0eb53e5ed0,9.82E-4,Cryptoversidad,0x0aa84a02e5f1d21eae,196593948870371843758,0x0eab133a33c94cc4cd,270581677631071896781,85,1,157,196.5024511870015,270.4557449825445,0xAA40E2E5c8df03d792A52B5458959C320F86ca18
1233,11,0x7c99b57283897f3D7dEe76557bD803D473e612c5,176,0xe2455563117378c51f3ac80856212e53053d5f5cc626374e7cf01d40e324dd1d,0.00145,Fork DAO,0x0fb89728148301e335,290002305198667719477,0x0e3b47572f46289c22,262525895664070073378,86,1,157,289.8673339075867,262.4037122936458,0xAA40E2E5c8df03d792A52B5458959C320F86ca18
1234,7,0x5C07cbbD3F74925A362acAB166e9b1C59a5235c3,157,0xc33a0a43bddd1a2e50da8714dad0776b9d542046c15c8562819c1228d29a873c,2.16E-4,Pablito.eth,0x025a432a6df1ab850d,43397577085966583053,0x0e0bec59ccc73bba09,259113577396905425417,87,1,157,43.37737922234938,258.9929821690367,0xAA40E2E5c8df03d792A52B5458959C320F86ca18
1235,5,0xac8aa3F6FE56EfCE8b8eD2aEe69F24B16e232983,279,0xecfc10dad8ffdca65291437887437b308684f0633aef7aa9b3a888c19934eb51,0.002681,The Deep,0x1d137878e41032d01a,536358582342422548506,0x0d4cfa04af20cd3719,245354423999500465945,88,1,157,536.1089532565726,245.2402324817573,0xAA40E2E5c8df03d792A52B5458959C320F86ca18
1236,10,0x69aa21403244889832609963B0028e337a834953,182,0xc99a1b5395a53118fcd4be537cb89c6f4ed5e98d6e00211cf7c31fbb14b882e2,0.002533,CryptoFees.info & CryptoStats,0x1b77d4d6bc1188135c,506696852478970303324,0x0c7c6784cad81e9002,230325208474563022850,89,1,157,506.4610283936448,230.2180117723333,0xAA40E2E5c8df03d792A52B5458959C320F86ca18
1237,9,0xF23bBC8365eDd4953EC0221FAbeAc4745c4CC57a,39,0xea540b735dad850ada7e323b6cae900afa8327d78ae00323b736296db314ec34,0.001424,Empowering Ethereum Tegucigalpa,0x0f721f474e8006a5ef,284924530952726029807,0x0b35f17c30d3468581,206801209313347405185,90,1,157,284.7919229316381,206.7049610224967,0xAA40E2E5c8df03d792A52B5458959C320F86ca18
1238,12,0xCa63608615DE005339652C0ECA93C5836eB0C2BD,270,0x31f333c3edd895ee60644ae416634aac73b88ecdb9c62ebc93827737363b11fa,0.001567,Wise Crowds Liberating Structures,0x10fd662180a6e6387b,313407223755012716667,0x0ad49949858e834fe7,199786797182543417319,91,1,157,313.2613594743983,199.6938135011268,0xAA40E2E5c8df03d792A52B5458959C320F86ca18
1239,9,0x55C9fbf09c056ACac807CD674e34F1F8Df0E711d,223,0x38a71653339d7dd93ecfe854e67f6aec6bbee59268393da55fc655662cfd078c,0.001508,Ethereum Cali DAO,0x1059c0a7f161df73ba,301615258899427849146,0x0aca963d4c087c2df1,199065363376032722417,92,1,157,301.4748827707778,198.9727154604034,0xAA40E2E5c8df03d792A52B5458959C320F86ca18
1240,8,0x9DCbA70B2dfe5807e2A847E065EBb666791F8b8A,129,0x3537d3bdf27260b986dc4d558a10bc01f0ecb2d5c490ec6051bbe91b219df09e,0.001952,B<>rder/ess,0x152bfaa856b14095c3,390550655926003602883,0x0ab87d211635a1c879,197761258791435880569,93,1,157,390.3688879699636,197.6692178250491,0xAA40E2E5c8df03d792A52B5458959C320F86ca18
1241,9,0x2DeE5D7e77A1212b21139Bc1d98B249DCc52055D,61,0x70d59317f7bfd1fb5b9a757c3f30f52f536ad7eb219504a5dc8e8414a2fcb66b,0.001032,Natives in Tech,0x0b30c229c917e9d761,206427601413773842273,0x0ab0d04f4b073ebfd1,197208211266589343697,94,1,157,206.331527005474,197.116427696565,0xAA40E2E5c8df03d792A52B5458959C320F86ca18
1242,13,0xb6e780438882f2daa11dA0972807f4D12166af8b,43,0xa35e52635d40be090a49c587e58fab7410c30b9cff7ad5cc66b547d88cb93200,7.47E-4,Impact DAOs Research + Podcast + Book : Impact DAO Media Season 2 ,0x081b741cbb93b34529,149552190317961364777,0x0a82eaa04bdb1347ab,193900969354234906539,95,1,157,149.4825865532693,193.8107250227022,0xAA40E2E5c8df03d792A52B5458959C320F86ca18
1243,13,0xF1ff2183d392B5b3F805781F74BBCe2dab3913Ce,71,0xb2ddec597c2e6d2c08bb79a4ef517d948e8b31d2863a4b166d5556be2e3ce1f2,0.002269,Impact Academy: making impact knowledge accessible,0x189c252f234c2a8b5f,453973308841732508511,0x0a7a7faadca2327acd,193294402396355721933,96,1,157,453.7620230605085,193.2044403699081,0xAA40E2E5c8df03d792A52B5458959C320F86ca18
1244,9,0xa9aC44F20Dd34B183062f83788C44b6B060a7e3d,40,0x417f984ee25f3c0cecf2ea30ba7e8a97c8e83fd29293847a6f3078e5aac96480,0.001677,Ethereum Dominicana,0x122fd46dbbe93096ee,335487893595455788782,0x0a401b38c8dbd7dd30,189086789015227063600,97,1,157,335.3317526499223,188.998785273249,0xAA40E2E5c8df03d792A52B5458959C320F86ca18
1245,8,0x1fdF24dcD2E2613B58fA2a27E1483B7667ECdAFd,3,0x9e4071ba02d1d57ba07861052d727d36d79f65e3b5a3ec5b13760e68fdcd0b6d,0.001752,ETH Daily,0x1300ed24506d4a54dd,350554886897811477725,0x0a12bae92266af50fd,185817088109407326461,98,1,157,350.3917335544375,185.7306061337904,0xAA40E2E5c8df03d792A52B5458959C320F86ca18
1246,8,0x649fb8b9877b018A631c0D157a9F9436Aa4dA7a4,48,0xe58b585c0d08430fb653a3e938affdc58d87eb597479f6daa80d839d4c6a7d57,0.002028,DHK dao,0x15fdc2b57db6e20bd6,405667002536522025942,0x09ff1377ff6b2189ef,184400863106512816623,99,1,157,405.478199212894,184.315040262612,0xAA40E2E5c8df03d792A52B5458959C320F86ca18
1247,6,0x13257e783dc8ded7E227A28Edb0428C42d31202E,199,0x695d8bd913c6da916be78b10198b174122bff8553de3c87681b049335eb7abd2,4.42E-4,Kairos Research ,0x04cb5aea061778c72b,88440257944326031147,0x09e2650a7c37ed176b,182334153417235961707,100,1,157,88.39909656186701,182.249292450086,0xAA40E2E5c8df03d792A52B5458959C320F86ca18
1249,4,0x3294cada09df96d0342fdc7e4548ee76c5f4d8b5,127,0xd60f01ae1e45418e38cf3ed61a7a2cad3d7df22f0d4540f5e6ae014d6fe26ade,5.2E-5,MakeWater,0x92a7f96ac382d436,10567689287590138934,0x09443456564f04d090,170935344685446910096,102,1,157,10.5627709312829,170.8557888896826,0xAA40E2E5c8df03d792A52B5458959C320F86ca18
1250,9,0xc80021583ac4ac2357c9b9ee748bba0b46e59b71,46,0x1e84545865da4aa1be2a34ac7fdc4eb30d6ae9efb3966be3afc3cd06dbac5636,5.3E-4,Give the Gift of Education to Children in Poverty,0x05bf82be3e1a74f8ea,106033521750705502442,0x08b6c5687cca0cfc3a,160744000160166378554,103,1,157,105.9841722073674,160.6691875643828,0xAA40E2E5c8df03d792A52B5458959C320F86ca18
1251,7,0xCc167c4b4c4E2b72eE2Aedd7BfF9bd0B6eABdacB,124,0x5ed087808dfdf7094ef874ad0e6942cb7b18f3e3782278352930f938c3672437,0.001424,L2 en Español,0x0f722c1dd93c568017,284928144543799738391,0x0899d1d58a2838e29d,158657827536968934045,104,1,157,284.7955348408939,158.5839858762687,0xAA40E2E5c8df03d792A52B5458959C320F86ca18
1253,8,0x73949c45af294b97d0Cc93C0c0565aEE6554DC4B,125,0x4a33a1f378c7cc0a7743281cb1f27a328609428cd6262051f768c5709a62f5d8,0.001301,Ethereum Bolivia,0x0e1bc294cbc76710a1,260254741819384336545,0x083097ac7bacfd9ae1,151075409472163519201,106,1,157,260.1336154769946,151.005096779121,0xAA40E2E5c8df03d792A52B5458959C320F86ca18
1254,7,0xE147B8A81359b6819054D8656C562C7Bc8a4d020,99,0xe0e45de7e0031a0170c002cb0ad6666631e47615d1a438d9ca700d05f0275ade,4.64E-4,Proof of Volunteer Protocol (POVP),0x05090b277e9c655ccc,92885378364376177868,0x074f3bacbf44a59685,134836555406079530629,107,1,157,92.84214815821697,134.7738005119224,0xAA40E2E5c8df03d792A52B5458959C320F86ca18
1255,8,0xE308D8f8047d4C8c7EcC1f9f194275ACbE9cD584,195,0x9c2507414966197c734ac593cfdb2206e2a4dcbcf8c46913509e8a9c4a8a4a68,9.92E-4,Ethereum La Ceiba,0x0ac354500f1052eef8,198542403498163760888,0x073e4056b3ad7fd9cc,133612889074537847244,108,1,157,198.4499989756683,133.5507036924903,0xAA40E2E5c8df03d792A52B5458959C320F86ca18
1256,7,0x07fA3338a53CFAA1911A255F0c3054E800873e77,285,0xea7c1b4cdd39331639264a57b2dbc0dcfb93b09700d1d8403197d262908c9a0d,9.02E-4,ODTU Blockchain,0x09c9381f9f17631c9c,180520070431857908892,0x073864b82f866a568a,133190783794019980938,109,1,157,180.4360537653162,133.1287948659097,0xAA40E2E5c8df03d792A52B5458959C320F86ca18
1257,7,0x10e94339279adcDcF0cEecbEfd9dA342e634A5F5,239,0xfd9d9c78c14b0f9ab1956d0e8f273d2f55fa65f0a582058f93f459f7e27d20c3,7.67E-4,Rehash,0x0851743e72ac3b6848,153443337466283780168,0x070178911536b49faf,129233202627508215727,110,1,157,153.37192270511,129.173055615238,0xAA40E2E5c8df03d792A52B5458959C320F86ca18
1258,8,0xB2b314987dB9BB8669826DfC9D1eDfc14aA456d6,263,0x4d379034ee9a26586b57712ba071ad37e91a0bfd7137d3fbeb1952b72ff5a414,3.11E-4,DAOPlanet.org,0x0361e74d49a38ceec1,62394924541099699905,0x06d733f98bb2ec5b29,126187476762621664041,111,1,157,62.3658850356501,126.1287472754707,0xAA40E2E5c8df03d792A52B5458959C320F86ca18
1259,7,0x94D3A0189809D34622e715D42b4e44687baf8ADf,131,0xd161ce08f0e40e3eaf81eccb897b9fa6be43c3fb9cda2976613dc5712ad4f7f0,5.61E-4,CryptoConexión,0x06168019a83bb65fc1,112301788518457696193,0x06bc1b90785ea4e6b4,124235050792417289908,112,1,157,112.2495216325905,124.177229992712,0xAA40E2E5c8df03d792A52B5458959C320F86ca18
1260,9,0x57E6cf96a2E99a3fdAa79Acc3A14fC9be1Eabc03,147,0x51ecc0b811486992af169fc6ae1ddf5bd423471eb7e791ec0b5e24d4bc8ccbeb,0.001111,The Neptune Project,0x0c0de18a702f132ac4,222361161691198335684,0x06a305eab5ba755610,122427517711561348624,113,1,157,222.257671572183,122.3705381640434,0xAA40E2E5c8df03d792A52B5458959C320F86ca18
1261,5,0x4273A8E57a1Fab8cB5F7cf2D68ad16bEd061520a,106,0x8b7a669691fd5daa94ae6f589514d2f19d45e5201ae6c40b41bbd575bc836b78,0.001333,EUCI - European Crypto Initiative - educating policy makers on decentralization,0x0e765cfffe11b7213b,266783390292950589755,0x0692f4464426118c87,121269630324622593159,114,1,157,266.6592254225985,121.2131896747367,0xAA40E2E5c8df03d792A52B5458959C320F86ca18
1262,6,0x301E706a6Ed61145832cadcc774ba3E136B72F2A,6,0x6f0e9c7afd4b9d6f3ff12f0d947a3c3593816e3984d15e07302fc8e1e9b8d76b,6.8E-4,Bankless Brasil DAO,0x07619b63fc635cb4dd,136160533694685951197,0x067d8cbc880feba653,119727277486306469459,115,1,157,136.0971626017753,119.6715546698659,0xAA40E2E5c8df03d792A52B5458959C320F86ca18
1263,7,0x42cF679D578c1d007D805112e3524cdeB61BBAdc,244,0xc1c107cc5e3953166d3da68753f53270e2070843ad5fec719152ecb38c997c3b,0.001129,Ethereum San Pedro Sula,0x0c3d9b524ac2be33d4,225800161223266677716,0x065a7c831d9ec115d6,117200694966023689686,116,1,157,225.695070543847,117.1461480578385,0xAA40E2E5c8df03d792A52B5458959C320F86ca18
1264,10,0xC4cfa2BdAE08416312fAa0B72758E1F3750f81e3,22,0x29e7986958bb1ea452ff298c91b3146d2e43918c358dbbe63ef99a011a247336,0.001276,ResearchHub Foundation - SciCon 2023,0x0dd61d961c80be5dd2,255236325905828568530,0x064a1c9564c559e801,116020771960452147201,117,1,157,255.1175352072006,115.9667742055964,0xAA40E2E5c8df03d792A52B5458959C320F86ca18
1265,9,0xC4FC57Dedd2463314A3fD2DBadB86B4404C257e5,9,0x78a57765d3aacb7bf671754d8d11fc9200b59be082ce64b2b4bb12b220d7bbc1,3.72E-4,Fractal Visions,0x040a2c78b1046599b0,74520069835871066544,0x060408099a1a56f63b,110970957175694227003,118,1,157,74.48538711143443,110.9193096780916,0xAA40E2E5c8df03d792A52B5458959C320F86ca18
1266,7,0x09a24d78a828f6C651A3A073b4365771465dD57A,120,0xb91247d285f78f798536394c49bb5f158b21fee8aa56f154e4d67bc71070dcc6,9.81E-4,EthCartagena,0x0aa3d398f9adfd2079,196272387983497044089,0x05fb071fd7e42b42bf,110322181809011114687,119,1,157,196.1810399592407,110.270836260901,0xAA40E2E5c8df03d792A52B5458959C320F86ca18
1267,9,0xcE75b62f12ae1F891bA6222c52a630aa36127142,34,0xaa66e1444f4310af9fe1395106619e88b4ae182ed0fe0fb1f0379bb6a80f5c83,4.09E-4,DeSci Africa,0x047012e75740d93165,81862747738603073893,0x05ca43d67b740ba7d5,106808449013365057493,120,1,157,81.82464762506726,106.7587388076072,0xAA40E2E5c8df03d792A52B5458959C320F86ca18
1268,8,0x82341a93D54eEb76429F8bdc2Fe927457ee3ccf8,181,0x47ad374016d77a42af20645de55ecdab2059570820adf317409c500668f5bfa2,7.72E-4,Alysia Tech,0x085fdcde8aba672b0c,154481593205570087692,0x05b678f3c09aec1170,105382247489214353776,121,1,157,154.4096952250733,105.3332010583907,0xAA40E2E5c8df03d792A52B5458959C320F86ca18
1269,8,0x5c69B671b91DF2D8b0F7F5D962aE39C80388cAF9,137,0x44d28344e1138eb9f3d75759ccbb9e514f422a154398f54752c72c74ad406f6a,0.001298,ENS DAO Newsletter,0x0e1515dd8724405880,259773781053739653248,0x0592ae737cbbd98d93,102803232723597626771,122,1,157,259.6528785574861,102.755386603759,0xAA40E2E5c8df03d792A52B5458959C320F86ca18
1270,7,0x407Cf0e5Dd3C2c4bCE5a32B92109c2c6f7f1ce23,51,0xc6b5202c1be13870abe6201a6499ee6382fb16a857605144229f9e7be0eaeff2,4.99E-4,ATX DAO,0x0569666314199c8f0e,99828587128134864654,0x054f3e571c4b2f2488,97943817525132207240,123,1,157,99.78212545162424,97.89823304780982,0xAA40E2E5c8df03d792A52B5458959C320F86ca18
1272,5,0xa4dd626b5e2A0AB8D2977fDd44862273372444C0,231,0x58de78edeafc80871644ed454e7a89854372f6cb7e8f6932f2f10e4d54d9b470,0.001056,Colledge: A open and free web3 academy for Latin America,0x0b74f264eb894bdb48,211341093626352229192,0x053534e4aea93e11e8,96067660990161752552,125,1,157,211.2427324073072,96.02294970338046,0xAA40E2E5c8df03d792A52B5458959C320F86ca18
1273,7,0xA1E9F3215590e27b18b48F1eBF785f031c22d272,238,0x098e86c20af31c478791198ec3696aa54e0503d1eb216524e3c74d1ac209b833,8.23E-4,MetaFest,0x08ee87767c668711ef,164761789369227350511,0x0517a5378cf51f9e1d,93937549481124797981,126,1,157,164.6851068359049,93.89382957922345,0xAA40E2E5c8df03d792A52B5458959C320F86ca18
1274,8,0x693932482088303b7B03B96DeaAeD9810D245949,197,0xdcfc23eecaf6efab1b34543b5bc1fc602009a11fce0022e69c2ab1fc752f5951,5.93E-4,Layer2News,0x066e5d95c8c6442f0b,118633141648815828747,0x04d1593fd9301f699b,88872134923740211611,127,1,157,118.5779280591088,88.83077253945308,0xAA40E2E5c8df03d792A52B5458959C320F86ca18
1275,3,0x1d1Caa3A187AfBdF298a32a79DfC34F3BB22952F,146,0x15f5eb59dab491c15748fff360fd784f2b7ef7ad1bd3acd21230a168b0cc10ef,4.52E-4,Decentalized Science NYC (DeSciNYC),0x04e6ccaf1896b7a65d,90417836338953299549,0x0490ed4a207ba46a94,84230060909154036372,128,1,157,90.37575456274446,84.19085901363479,0xAA40E2E5c8df03d792A52B5458959C320F86ca18
1276,9,0xdd0A91f517685B6cC03284D6ef2A1c6534c21668,180,0x0e01d6037e520861654f5633c873209fe1afdad2adbb2743a6dd50010e97b964,6.89E-4,Solarpunk Generation,0x07791b545a03f022b8,137853869964517188280,0x041464659622bcf5fa,75256387368770139642,129,1,157,137.7897107682761,75.22136195144355,0xAA40E2E5c8df03d792A52B5458959C320F86ca18
1277,4,0x57f66cd47fd9a156d17d971334659aa971642F49,44,0x6caedbb6a2ec89768e6b98391af50222b823ab987e0f488e372a06390016f7c2,2.48E-4,DAO Governance Collective,0x02b20a30b58689133b,49722608192141726523,0x03ff6b0c96023580f8,73745050361730007288,130,1,157,49.69946656704668,73.71072834262972,0xAA40E2E5c8df03d792A52B5458959C320F86ca18
1278,8,0x8ae4A38768Cb5c5b5F9f9AeCA1b8009b587BDa1A,274,0x24f2253a74a0ec5758ac553dd3e882bbb713866f34799dd770f7cc2ad94a506a,2.65E-4,Women In DeFi ,0x02e20721509bf7329d,53180511354925560477,0x03dbd64d3d9773e8be,71181165887380252862,131,1,157,53.15576037140147,71.14803713740743,0xAA40E2E5c8df03d792A52B5458959C320F86ca18
1280,5,0x7587Cfbd20E5A970209526b4D1f69dBAae8Bed37,15,0xdac54b5724cb519843e59551ba309be2065818f0a56409a95b422155b07ce145,5.17E-4,The Follow Black Hare,0x059d04fab6a23f0568,103548164194722317672,0x034820d3f3a846903f,60537619234567917631,133,1,157,103.4999713729416,60.5094441460235,0xAA40E2E5c8df03d792A52B5458959C320F86ca18
1281,4,0x02423080980E138Bb2DDEa2869649887E84088Fd,169,0xba4412fb1cc3112f2cdda05d9c3c0d48c59354ae55839c041bc783c4e9ef4aa7,3.85E-4,DeVox,0x042dad29a35c490aa3,77078308979120605859,0x033bb75726150a2677,59643236011177813623,134,1,157,77.04243561297572,59.61547718159485,0xAA40E2E5c8df03d792A52B5458959C320F86ca18
1282,7,0xc7FA03b792BDC321048a6b37e41a1953bccE93A6,33,0xadbe153724eec36bc07d2979e7cd3c3927b13d6a6706dd1f54fdd8ea894b5874,4.7E-4,L2 Planet,0x05188625d31d389c25,94000861860995832869,0x031c66281f913e7d43,57386599417861012803,135,1,157,93.95711249259197,57.35989085977259,0xAA40E2E5c8df03d792A52B5458959C320F86ca18
1283,6,0xf0e57C78092ef49bbBA945279E09939D2b6bB391,166,0x4169866e1c2d5118bb6ba15116723a4de4ff71e5929680ebc96ae9f3e15471cb,1.25E-4,Asilo Digital,0x015d8907d7c12a8330,25186671014286361392,0x02f6c01229f34e2f8d,54673719447662768013,136,1,157,25.17494877124246,54.64827350337279,0xAA40E2E5c8df03d792A52B5458959C320F86ca18
1284,5,0x52fb5461fb325C5F8D3e8443ec10527e32dA72e2,128,0x98764e18e010faaab515ca399ba347951353c2a8ed4cf98095d00e99a344051d,5.9E-4,Blockchain at the School: Web3 Education for Brazil’s Public School Students,0x066611b36fe9f5e622,118035321401977988642,0x02f094a52aeca31301,54229150616852304641,137,1,157,117.9803860465095,54.20391158136268,0xAA40E2E5c8df03d792A52B5458959C320F86ca18
1285,5,0xafdA895dC33329cC5b021CF0c218108dACcd7556,162,0x0f5ac9ebd539dc20ba0017a813df94938fe7d4bb97f19985017c8231502e317e,1.36E-4,Satoshi Succulents,0x017a3b5f94875a277c,27254482661493319548,0x02c895690645614420,51347062202189300768,138,1,157,27.24179802883136,51.32316453256941,0xAA40E2E5c8df03d792A52B5458959C320F86ca18
1286,4,0x6b9724e8A8088de7D0cf375a3be88a97Ab61d7A0,148,0x55bf05f03c247ab645e359e77ff8a68168ced4ed6ad5e9ce7719e646cb26b9b5,2.47E-4,ARTXV,0x02afbfac38e6d15882,49557518184998852738,0x02aa4efa3a16328b9d,49165509309437741981,139,1,157,49.53445339519445,49.14262696626601,0xAA40E2E5c8df03d792A52B5458959C320F86ca18
1287,3,0x53276173c6dC1feB4cd6ffE5Ac7076C985B0AB44,64,0x0590666222d36275454dafe41c55dc3e6df27e2e60776429a983c66a2ae515f8,4.84E-4,500K by 2030,0x054119fffd2a06dec8,96924782318227742408,0x02636ea816d3823a76,44058337020603415158,140,1,157,96.87967211471307,44.03783162970151,0xAA40E2E5c8df03d792A52B5458959C320F86ca18
1288,7,0x7dd488f03e0a043b550e82d3c2685aa83b96407c,284,0x8bbe39898f1ca91d1292c94312fc7b873d0df1c4e789068f3d92bf04cbf05e35,3.59E-4,DeSci LATAM,0x03e653665fb612503e,71936953834181644350,0x0247f74df5e51fcbc7,42079187361865911239,141,1,157,71.90347332950503,42.05960309600299,0xAA40E2E5c8df03d792A52B5458959C320F86ca18
1289,3,0x2515C7AD12b2d1DB2D2eFc499F539084105B431f,58,0x7f7ac91a9451c41fd75217cca6e4366b2cb8c712d6fa4552f38700f10fa9478d,1.37E-4,Actocracy,0x017e9788abbc4d255c,27568653915151738204,0x0245041e4ba74583dc,41866621346220704732,142,1,157,27.55582306261854,41.84713601167336,0xAA40E2E5c8df03d792A52B5458959C320F86ca18
1290,5,0x15795A4c8F4c17811a172610Ff6b75Be00F8b62D,153,0xc9b947aff26a0b162a3166634bc5532d2f86164f98e3fe5d46eeb9982c7d8ba9,2.01E-4,TBC Paid Open Source,0x02303b1ef941488f39,40368893740756537145,0x0242da6d31b6b77d85,41710770959131573637,143,1,157,40.35010547042204,41.69135815962131,0xAA40E2E5c8df03d792A52B5458959C320F86ca18
1291,4,0xc92C11f12Db7DFe4E99264940dC4CC054577591d,174,0x2df313659cc172dc49a2eef17a53c2d68d9ad89768dd7ca3302383bfc7d6eae5,4.27E-4,Ayaversity,0x04a2d9b56b29f47300,85521586070798758656,0x021b7f4d7371940018,38874875666707513368,144,1,157,85.48178308068334,38.85678273411598,0xAA40E2E5c8df03d792A52B5458959C320F86ca18
1292,6,0x46DCeaf588C5a1A1759935dc07824ffA9f9a4891,216,0x5eb270df6def4bea767203169fb080a114a58d65907ab25ef0d7b1c8824335ad,2.78E-4,Know the Blocks Maven,0x03065c071c5dbfa2db,55798481301626921691,0x021b68e9d8b31088af,38868573700947478703,145,1,157,55.77251187680984,38.85048370138248,0xAA40E2E5c8df03d792A52B5458959C320F86ca18
1293,4,0x4c82cfF7398f3D43b36e41B10fF6F42b14DD9385,69,0x1c6de1c74c3b1f26b5a1268a5da5492fd6112b59dc245012b370bb564f330f0f,1.89E-4,cp0x,0x020e886892339ba982,37940690037923096962,0x02011660b45e8764e7,36971844518740976871,146,1,157,37.92303188891144,36.95463728452633,0xAA40E2E5c8df03d792A52B5458959C320F86ca18
